chart_position,title,artist,stream_count,date,track_id
98,Boss Bitch,by Doja Cat,"94,880",03/11/2020,78qd8dvwea0Gosb6Fe6j3k
99,Fingertips,by Tom Gregory,"93,899",03/11/2020,0X4hMHBj4Ra6h1tIQGl1CH
100,Memories,by Maroon 5,"93,730",03/11/2020,2b8fOow8UzyDFAE27YhOZM
101,The Passenger (LaLaLa) [feat. MOKABY],"by LUM!X, D.T.E, Gabry Ponte","93,295",03/11/2020,2A0CxheiQGQdCiKtOR7jMP
102,Sex mit dir,by Apache 207,"92,162",03/11/2020,0PEwVF6TStGXMTnQMAk9kl
103,Stupid Love,by Lady Gaga,"92,019",03/11/2020,2kJu14V7hbZw3I4K8L8SXb
104,CASINO,by Katja Krasavice,"91,405",03/11/2020,5rywC2PH49hTpJLXxwGlpE
105,Dior,by Pop Smoke,"90,611",03/11/2020,79s5XnCN4TJKTVMSmOx8Ep
106,Eiskalt,"by Loredana, Mozzik","90,070",03/11/2020,5sMugAU31Ug5SAUUbhBIKU
107,"Para, Money, E's","by JIGGO, Monet192","90,028",03/11/2020,1CbFX5cBnMVVwBBI4ssF2G
108,Honda Civic,"by The Cratez, Bonez MC","89,260",03/11/2020,7nkN1tnFIZIIS4P5q4Krmb
109,Señorita,"by Shawn Mendes, Camila Cabello","88,298",03/11/2020,6v3KW9xbzN5yKLt9YKDYA2
110,Light,by Jerome,"88,017",03/11/2020,1lht8jb3c6rEiVaqX94enH
111,500 PS,"by Bonez MC, RAF Camora","86,549",03/11/2020,4UOXo3xWnxYdTf3sFyRaUG
112,Mary,by Bausa,"85,937",03/11/2020,2Jij6ebp6ToNKOn5DWlGxV
113,CYBERPUNK,"by Kianush, PA Sports","85,797",03/11/2020,36hWOly5M1ZpbXPXAlKNjH
114,Ey Hawar,"by Eno, XATAR","84,897",03/11/2020,26rsUvXxz1wtraMXXcAxpE
115,Letzte Träne,by Kontra K,"82,690",03/11/2020,1FuJKBi6XdFyf8Yzmck468
116,Monster,"by LUM!X, Gabry Ponte","82,355",03/11/2020,0YU17F0BlVXvmx5ytsR43w
117,Yummy,by Justin Bieber,"82,171",03/11/2020,16wAOAZ2OkqoIDN7TpChjR
118,What A Man Gotta Do,by Jonas Brothers,"81,634",03/11/2020,4wNIkl5XGiAACjFBlDWuSd
119,That Way - Bonus Track,by Lil Uzi Vert,"81,623",03/11/2020,2ajzBr7vwHTEBeqDzcsNRC
120,KARMA,by Nimo,"81,418",03/11/2020,3uTiW4Tjt6FqSPRYNgzW5t
121,HIGHEST IN THE ROOM,by Travis Scott,"81,332",03/11/2020,3eekarcy7kvN4yt5ZFzltW
122,Sticky oder L'ers,"by BHZ, Monk, Ion Miles, Big Pat","81,187",03/11/2020,7fNTxZtAu4LuxV75m0tWt4
123,P2,by Lil Uzi Vert,"80,121",03/11/2020,3kW4z2pIj5VY5fLjBrMRL5
124,After Hours,by The Weeknd,"79,718",03/11/2020,4ejyZ4uJEXUURcgKp1kP8v
125,Sag Wieso,"by Lil Lano, Edo Saiya","79,559",03/11/2020,5TELAde0F3gYZF4l2m6RXp
126,lovely (with Khalid),by Billie Eilish,"79,430",03/11/2020,0u2P5u6lvoDfwTYjAADbn4
127,Better,"by Lena, Nico Santos","78,695",03/11/2020,3jCMdvc8bFOKChETbFV9Zc
128,AMEX BLACK,by Joker Bra,"78,353",03/11/2020,0dv22i02nk3o8JwmK6BwjI
129,Kommunikation,"by Eno, Nimo","77,303",03/11/2020,2LyG4XgcCVljU2BZpRpxYX
130,Vor der Tür,by Gzuz,"75,972",03/11/2020,0LPRq5I35z8FoqYo84xn48
131,Run Run Run (feat. Yung Kafa & Kücük Efendi) - Remix,by Capo,"75,970",03/11/2020,0tkLWl3McmxUhh72cdCdT1
132,gENAuSo,"by Dardan, Xiara","75,917",03/11/2020,5nmVf5dSgH4A25qsev28Mi
133,KARMA - REMIX,"by Nimo, Jamule","75,854",03/11/2020,61aoSsRb1W9R1ed5GZjz4K
134,Adore You,by Harry Styles,"74,583",03/11/2020,3jjujdWJ72nww5eGnfs2E7
135,WAS'N TYP,by Moe Phoenix,"73,707",03/11/2020,3psaDy7UhAPVFjq5q5Kyep
136,God Is A Dancer (with Mabel),by Tiësto,"73,619",03/11/2020,6fenHIxXuuzKB55wY4WCHP
137,Feel Me,by Selena Gomez,"73,234",03/11/2020,4MdcsdRj7i8eBm0qFjO4L4
138,Sandmann,by le Shuuk,"72,296",03/11/2020,7AO4SbDUqGQ3vY6SQYEFRZ
139,Der Bratan bleibt der gleiche,by Capital Bra,"71,767",03/11/2020,2M39v73rNJmAXUXIW0oagP
140,PHANTOM (feat. Summer Cem),by reezy,"71,084",03/11/2020,1s0nANz8q6gEZOms034GbU
141,Hi Babe,by Juju,"69,625",03/11/2020,6erIvryBSsAdebNU4a7Mrs
142,Stars,"by VIZE, Laniia","69,095",03/11/2020,0TId5TSbdcBP32haUV4Aet
143,Castles,by Freya Ridings,"68,965",03/11/2020,5tZWtGT65sMrDVPB5H444n
144,To Die For,by Sam Smith,"68,908",03/11/2020,2ZTYlnhhV1UAReg7wIGolx
145,Summer Cem (feat. Luciano),by Summer Cem,"68,880",03/11/2020,1hrHUEYoVBC1hNCXkX7tIA
146,Maschine,"by RAF Camora, The Cratez","68,707",03/11/2020,0C6NMPWYqsLIuuYSNP8KqE
147,Es tut schon wieder weh,by Pietro Lombardi,"68,422",03/11/2020,3C0clLWH3HLuZy0bX5ie3U
148,Blei (feat. Veysel),by Kontra K,"67,595",03/11/2020,0Cy2x4vkNHiZ2Z3XiZE5Yu
149,Piece Of Your Heart,"by MEDUZA, Goodboys","67,557",03/11/2020,1DFD5Fotzgn6yYXkYsKiGs
150,I Don't Care (with Justin Bieber),by Ed Sheeran,"67,404",03/11/2020,0hVXuCcriWRGvwMV1r5Yn9
151,Big Drip,"by Ufo361, Future","67,401",03/11/2020,4qOesAYiMiMFiZrn2wfkl6
152,My Oh My (feat. DaBaby),by Camila Cabello,"67,354",03/11/2020,3yOlyBJuViE2YSGn3nVE1K
153,Thank You [Not So Bad],"by VIZE, Felix Jaehn","67,153",03/11/2020,4AqN8IdKCfItCSbuaFch81
154,WHATS POPPIN,by Jack Harlow,"66,489",03/11/2020,3Q6F8RByyhRTJpRtZLY3cg
155,Hoch,by Tim Bendzko,"66,485",03/11/2020,7gqefhSJfWyN1qQ2huvEze
156,Genick,by Loredana,"66,407",03/11/2020,1AGjF8pckOxTGeb5zubyqH
157,Lucid Dreams,by Juice WRLD,"66,065",03/11/2020,285pBltuF7vW8TeWk8hdRR
158,Adriana,by RAF Camora,"65,722",03/11/2020,5YbcMbH4xHRfep9rSxLRDt
159,Beautiful People (feat. Khalid),by Ed Sheeran,"65,632",03/11/2020,70eFcWOvlMObDhURTqT4Fv
160,T-Shirt,by KASIMIR1441,"65,143",03/11/2020,2ysuyHrDnmlJexX7Mfh2J1
161,2 Minuten,by Apache 207,"64,796",03/11/2020,1u5jYTx2WdptYWYpwqcE9n
162,I Love Me,by Demi Lovato,"64,367",03/11/2020,2IHLaN6wwYKQ3S24NsQqpA
163,Puta Madre - Bonustrack,by RAF Camora,"64,335",03/11/2020,0bg9us6qbMWTAMSF3y4egO
164,Loco Contigo (feat. J. Balvin & Tyga),"by DJ Snake, J Balvin","63,474",03/11/2020,6osaMSJh9NguagEDQcZaKx
165,Ohne mein Team,"by Bonez MC, RAF Camora, Maxwell","63,381",03/11/2020,05Mp2UJulSttxQ4E6hQPH3
166,Nur zur Info,by Ufo361,"63,326",03/11/2020,6Y7ZEVr7lgO8FKGk2vZ2hi
167,Seele,by Azet,"63,053",03/11/2020,0b9tA3TNHCzfbTh9mGloNx
168,Huracan,"by Samra, Capital Bra","63,048",03/11/2020,6AFIVhbJLR7YVvW9fLFMu1
169,Underdog,by Alicia Keys,"62,896",03/11/2020,3FGiFUJRRp5RGikVrs6kig
170,Jetzt rufst du an,by Loredana,"62,641",03/11/2020,46QHfb0an5B7cgHRfuDHas
171,Brot nach Hause,by Apache 207,"62,515",03/11/2020,5e0bzcsI1khimLSJhddHdS
172,Himmel grau,"by Kontra K, Luciano, The Cratez","62,110",03/11/2020,1xdj09kwlmFmVONYaYyNsY
173,CITY OF ANGELS,by 24kGoldn,"61,890",03/11/2020,6ap9lSRJ0iLriGLqoJ44cq
174,Kein Plan,"by Loredana, MERO","61,865",03/11/2020,2d3WpbJFBND2vwMJyULdfU
175,Dior 2001,by RIN,"61,798",03/11/2020,6WusSsncC0Oo9sFHKwQii6
176,Rescue Me,by OneRepublic,"61,713",03/11/2020,0mjAU3yKR1QnXnHtjGJqTM
177,FREUNDE,by ELIF,"61,647",03/11/2020,56RqrSY7LWRL7aeeNazxyI
178,Benzo,by Elias,"61,233",03/11/2020,2eAtC4umRoDcvRcsyFzGL9
179,Forever (feat. Post Malone & Clever),by Justin Bieber,"61,048",03/11/2020,2ZlCGeK30BLRNSPC832pNZ
180,Viva la Dealer,"by SDP, Capital Bra","60,724",03/11/2020,2vuFdbSOLje3khV4rLSEpm
181,Blockparty,by Symba,"60,512",03/11/2020,1MkDGQvM8CRrMIcHxjTni5
182,Unnormal,"by RAF Camora, Bonez MC","60,268",03/11/2020,7CzSP7spDpZBP8edbtPIwI
183,Erfolg ist kein Glück,by Kontra K,"60,237",03/11/2020,4xuVfUXkHe1YZZZWNICGcV
184,Pyramiden,"by Sido, Johannes Oerding","60,083",03/11/2020,7BQPDR1Zze52cysgBnUC3X
185,rockstar (feat. 21 Savage),by Post Malone,"59,955",03/11/2020,0e7ipj03S05BNilyu5bRzt
186,Warnung,by Kontra K,"59,806",03/11/2020,2FPkRkjYQ4S8g1gVBslCfU
187,Sweet but Psycho,by Ava Max,"59,356",03/11/2020,25sgk305KZfyuqVBQIahim
188,Gimme! Gimme! Gimme!,by GAMPER & DADONI,"59,077",03/11/2020,4zLSkwZaiMfzzapPCbdG90
189,1000 Hits,"by Jamule, Cro","58,904",03/11/2020,2L0hkkXKyXOlxQNJkn8k4Y
190,Bei Dir,by KUMMER,"58,436",03/11/2020,3XpEKPj7KZt0yYWd7PQf5d
191,Mit Dir,by Loredana,"57,965",03/11/2020,26FNTVsgF4m31xvDgFfhGW
192,Fabergé,by RIN,"57,913",03/11/2020,7BYf1rypxrlcLK2DMLSjiw
193,Higher Love,"by Kygo, Whitney Houston","57,912",03/11/2020,6oJ6le65B3SEqPwMRNXWjY
194,In My Mind,"by Dynoro, Gigi D'Agostino","57,883",03/11/2020,0E9ZjEAyAwOXZ7wJC0PD33
195,Take My Hand,by Jerome,"57,763",03/11/2020,7My1iCGUznwNztIokee32S
196,witchblades,"by Lil Peep, Lil Tracy","57,651",03/11/2020,1Z8gpnzgTFQKAwmV43iLBB
197,MONEYHONEYDRIP,by Jamule,"57,647",03/11/2020,46jIaAgwx0kHNlFFTXcIk1
198,Bruises,by Lewis Capaldi,"57,042",03/11/2020,4Of7rzpRpV1mWRbhp5rAqG
199,Prinzessa,by Capital Bra,"56,993",03/11/2020,0Tq0EhQpVeQJwV3E3P5Jti
200,when the party's over,by Billie Eilish,"56,682",03/11/2020,43zdsphuZLzwA9k4DJhU0I
1,Angst,"by Loredana, Rymez","588,297",03/12/2020,3R3rQ7FbTJdsi5She10YvI
2,Blinding Lights,by The Weeknd,"452,026",03/12/2020,0sf12qNH5qcw8qpgymFOqD
3,Sip,by Luciano,"426,247",03/12/2020,4D4tA2ara3ihoOvjupr8cG
4,Matrix,by Apache 207,"420,116",03/12/2020,7ygVaACDENw4PgLbN1awFE
5,D A YYY T O N A,by Dardan,"365,355",03/12/2020,5Bj9rLRVpf5xxQwhlyOOeh
6,6 Uhr,by Samra,"356,626",03/12/2020,57e7dy1hUpKVg1aUvKkx5R
7,Roller,by Apache 207,"351,848",03/12/2020,6hw1Sy9wZ8UCxYGdpKrU6M
8,Baby,"by Joker Bra, VIZE","341,366",03/12/2020,1V7JaMp11LKGwKiVmSetf0
9,Breaking Me,"by Topic, A7S","334,370",03/12/2020,3H7ihDc1dqLriiWXwsc2po
10,100k Cash,"by Capital Bra, Samra","330,439",03/12/2020,033if6Adj8fwBYsQzHOfQ8
11,The Box,by Roddy Ricch,"304,172",03/12/2020,0nbXyq5TXYPCO7pr3N8S4I
12,Dance Monkey,by Tones And I,"294,918",03/12/2020,1rgnBhdG2JDFTbYkYRZAku
13,Roses - Imanbek Remix,by SAINt JHN,"290,329",03/12/2020,24Yi9hE78yPEbZ4kxyoXAI
14,Kein Wort,"by Juju, Loredana, Miksu / Macloud","289,971",03/12/2020,1hoLUVBx0ixX3kn0EX0P5n
15,Mios mit Bars,by Luciano,"275,238",03/12/2020,7Ek9e3eIuktIFjpDRQfmHE
16,U23 (feat. Z),by Mert,"273,514",03/12/2020,1iGM29PpHTyrra18Ft0w7O
17,In Your Eyes (feat. Alida),by Robin Schulz,"236,232",03/12/2020,61ZM92T2zaXIVsqncThQzC
18,Lass los,"by Dhurata Dora, Azet","235,984",03/12/2020,0K5vPCPPPQYzrKHc17qB1I
19,Weiss,by Samra,"231,542",03/12/2020,38YP1STiBe3AZevFFJILf4
20,Rich Rich,by Ufo361,"225,865",03/12/2020,3VFT90E0yYjdHSFoGv02us
21,GRIND,by Fler,"209,513",03/12/2020,0oFrTaO9UIgqu6MuzkFu7B
22,Don't Start Now,by Dua Lipa,"207,747",03/12/2020,6WrI0LAC5M1Rw2MnX2ZvEg
23,Zu Ende,"by Samra, ELIF","205,992",03/12/2020,0Vl4eICpXMjtiK0RhdaWov
24,Falling,by Trevor Daniel,"205,156",03/12/2020,4TnjEaWOeW0eKTKIEvJyCa
25,Treppenhaus,by LEA,"201,775",03/12/2020,3l72nWivgNKYMFC7OwMEO0
26,Godzilla (feat. Juice WRLD),by Eminem,"199,069",03/12/2020,7FIWs0pqAYbP91WWM0vlTQ
27,200 km/h,by Apache 207,"196,793",03/12/2020,2PGA1AsJal6cyMNmKyE56q
28,Karakol,by Capo,"192,637",03/12/2020,0rl7zpqNO7xPbe2CDvyoks
29,Passt mir so gar nicht,by Joker Bra,"190,614",03/12/2020,7AUPR6VYsmTu8LwDuJVgCe
30,Close Your Eyes,"by Felix Jaehn, VIZE, Miss Li","184,479",03/12/2020,7N06jo3EnV792VFaG8vuW6
31,What If I Told You That I Love You,by Ali Gatie,"177,446",03/12/2020,3cqPu20DGTGUoZtbJH2Dmi
32,Schüsse im Regen,by Samra,"177,231",03/12/2020,3RgJvQlTg7tp5mXtylDXYx
33,110,"by Capital Bra, Samra, LEA","175,598",03/12/2020,67ojvEGRPAUCOohuMPqoRC
34,Remember,by Nimo,"172,698",03/12/2020,3yXXNEh8zkNo8hxDjr1tLj
35,Intentions (feat. Quavo),by Justin Bieber,"170,549",03/12/2020,4umIPjkehX1r7uhmGvXiSV
36,AUF WIEDERSEHEN,by Mozzik,"169,002",03/12/2020,6JZrs7FFUkTpinCxM1DG3E
37,Alien,by RIN,"165,052",03/12/2020,2RaKlveGCllSaXloN8kmzV
38,Skifahren (feat. Joshi Mizu),"by The Cratez, Bausa, Maxwell","164,733",03/12/2020,7qwWwsa6otLM0UOEamls4s
39,KRIMINELL,"by Kianush, PA Sports","160,105",03/12/2020,3ecKtWMr8HK99YOs7L6Ps3
40,Donuts,by Gzuz,"158,300",03/12/2020,5XVPNr0CAoUn1jD033Ucoo
41,Mon Ami,by Samra,"156,477",03/12/2020,1R4xkZXQUQ8QJtAdwHkSgC
42,death bed (coffee for your head),"by Powfu, beabadoobee","152,580",03/12/2020,7eJMfftS33KTjuF7lTsMCx
43,Nur wegen dir,by Nimo,"150,020",03/12/2020,0ui2kVwPZKHaZxGhdIzBrp
44,Vermissen (feat. Henning May),by Juju,"149,238",03/12/2020,07f2b3CTdgKKlhv0mqUksz
45,Physical,by Dua Lipa,"148,743",03/12/2020,5px6upUHM3fhOP621Edp4V
46,Ride It,by Regard,"148,720",03/12/2020,2tnVG71enUj33Ic2nFN6kZ
47,2002,"by Sido, Apache 207","148,653",03/12/2020,2u8AXJyk8pICzj2wyPBL0b
48,Wieso tust Du dir das an?,by Apache 207,"148,570",03/12/2020,6dNB3XdAzx7kTf5wa8Rg89
49,Bolon,by Haftbefehl,"145,817",03/12/2020,7kcnYf6vuMRPHK0A6CtWFP
50,Still Be Friends (feat. Tory Lanez & Tyga),by G-Eazy,"144,912",03/12/2020,0JjM9bKm4wrwohMslcm892
51,No Time To Die,by Billie Eilish,"142,381",03/12/2020,73SpzrcaHk0RQPFP73vqVR
52,ROXANNE,by Arizona Zervas,"138,936",03/12/2020,696DnlkuDOXcMAnKlTgXXK
53,Para,by Veysel,"138,502",03/12/2020,1UjEKkdgoOwJhqSZqBrpO0
54,Hauseingang,by Pashanim,"137,356",03/12/2020,1IikW5aCjY08gagX94j3fJ
55,Moral of the Story,by Ashe,"133,933",03/12/2020,2nC3QhMI9reBIOWutbU3Tj
56,Turn Me On (feat. Vula),"by Riton, Oliver Heldens","133,513",03/12/2020,0qaWEvPkts34WF68r8Dzx9
57,Schlafen,"by Ufo361, Bausa, The Cratez","133,029",03/12/2020,7cV5zRs2cXP0H9e29UMI7Z
58,Say So,by Doja Cat,"132,983",03/12/2020,3Dv1eDb0MEgF93GpLXlucZ
59,Tilidin,"by Capital Bra, Samra","131,095",03/12/2020,0Dlcu2fgHklOnajVu2dUNU
60,Keine Liebe,"by RIN, Bausa","128,301",03/12/2020,4OVF6uwZlMOSlZmHDnwliX
61,6AM.........,by Dardan,"128,064",03/12/2020,36J10AwMabBYxgNrV2S8gd
