chart_position,title,artist,stream_count,date,track_id
161,Youngblood,by 5 Seconds of Summer,"4,813",03/16/2019,2iUXsYOEPhVqEBwsqP70rE
162,Skam Koh,"by Azet, Zuna","4,809",03/16/2019,7DPU8m1PkKE6t1uekL4Fm4
163,R.I.P. (feat. Rita Ora & Anitta),by Sofia Reyes,"4,787",03/16/2019,6JqpFboOH2bq9pzaYbkKBn
164,Roli Glitzer Glitzer (feat. Luciano & Eno),by Capital Bra,"4,713",03/16/2019,5P8EPCYTLW2bR4PanlvEpI
165,Lucid Dreams,by Juice WRLD,"4,675",03/16/2019,285pBltuF7vW8TeWk8hdRR
166,Licht (feat. Dardan),by Bausa,"4,669",03/16/2019,07zfbHDB3sGLROy9jVyTLP
167,No Sleep (feat. Bonn),by Martin Garrix,"4,651",03/16/2019,1ahVFh0ViDZr8LvkEVlq3B
168,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",by Rudimental,"4,648",03/16/2019,20ZP3Om9DvDazXrNUC7WM2
169,Nevermind,by Dennis Lloyd,"4,622",03/16/2019,63SevszngYpZOwf63o61K4
170,Later Bitches,by The Prince Karma,"4,601",03/16/2019,2MhnrAz9dreS8zLzEuDflG
171,Prominent,"by Bonez MC, RAF Camora","4,600",03/16/2019,4JxvECbZ3Oes1eUrmhQNSH
172,Natural,by Imagine Dragons,"4,543",03/16/2019,2FY7b99s15jUprqC0M5NCT
173,Blah Blah Blah,by Armin van Buuren,"4,517",03/16/2019,0tp6mwUt99QnfY95T30Lqj
174,Swervin (feat. 6ix9ine),by A Boogie Wit da Hoodie,"4,512",03/16/2019,1wJRveJZLSb1rjhnUHQiv6
175,Calma - Remix,"by Pedro Capó, Farruko","4,447",03/16/2019,5iwz1NiezX7WWjnCgY5TH4
176,Polaroid,"by Jonas Blue, Liam Payne, Lennon Stella","4,422",03/16/2019,6XqvFyJGdUD5IWee02ARKU
177,Trance,by Qzeng,"4,416",03/16/2019,5eA0fLfQRw9WuX34ZRPvAT
178,ZEZE (feat. Travis Scott & Offset),by Kodak Black,"4,393",03/16/2019,0FZ4Dmg8jJJAPJnvBIzD9z
179,MILLIONDOLLAR$MILE,by Loredana,"4,383",03/16/2019,4nBcGqwztDJ29cyHVJtXsB
180,Africa,by TOTO,"4,375",03/16/2019,2374M0fQpWi3dLnB54qaLX
181,Baui Coupé,"by Diplo, Bausa","4,336",03/16/2019,4J2c8Mk8stfWPzt1u0G90W
182,Messer,"by Prinz Pi, Bosse, Capital Bra","4,307",03/16/2019,6Bqm2beg8uT0aEt8GM83LL
183,FRIENDS,"by Marshmello, Anne-Marie","4,292",03/16/2019,08bNPGLD8AhKpnnERrAc6G
184,Girls Like You (feat. Cardi B),by Maroon 5,"4,279",03/16/2019,7fa9MBXhVfQ8P8Df9OEbD8
185,Moonlight,by XXXTENTACION,"4,267",03/16/2019,0JP9xo3adEtGSdUEISiszL
186,Shotgun,by George Ezra,"4,265",03/16/2019,4ofwffwvvnbSkrMSCKQDaC
187,Saturday Nights,by Khalid,"4,262",03/16/2019,5kfNriitmkNE8mUbZ7gbq8
188,Berlin lebt,by Capital Bra,"4,243",03/16/2019,1zl1smQ584EZKCfLVeYWNq
189,Better When You're Gone,"by David Guetta, Brooks, Loote","4,219",03/16/2019,4Tvw0lweq9l2JPQKFbpbBQ
190,Under Water - Club Edit,by AVEC,"4,209",03/16/2019,3Bf7jl5Xr38QhPKyDXeQAz
191,I Like Me Better,by Lauv,"4,187",03/16/2019,2P91MQbaiQOfbiz9VqhqKQ
192,Facetime - Remix,"by Dardan, Bausa, reezy","4,080",03/16/2019,65ABT1Rjw8P6QDo0NDNtrW
193,More Than You Know,by Axwell /\ Ingrosso,"4,046",03/16/2019,6h5PAsRni4IRlxWr6uDPTP
194,Don't Stop Believin',by Journey,"4,033",03/16/2019,4bHsxqR3GMrXTxEPLuK5ue
195,Ghetto,"by Azet, Zuna","4,029",03/16/2019,0zhIsKJiASrRn0k3kRLnAj
196,Senorita,"by Kay One, Pietro Lombardi","4,021",03/16/2019,5mkBSuxDpC0m5tudoaIbVR
197,Rollin,by Kianush,"4,014",03/16/2019,5l8Pg6N9iakstqcE6i1EPo
198,Arms Around You (feat. Maluma & Swae Lee),"by XXXTENTACION, Lil Pump","4,005",03/16/2019,2LskIZrCeLxRvCiGP8gxlh
199,Mula,by Mert,"3,999",03/16/2019,06xtJscJRJBZjTThCy46iq
200,Murder On My Mind,by YNW Melly,"3,991",03/16/2019,7eBqSVxrzQZtK2mmgRG6lC
1,Pass auf wen du liebst,by Ufo361,"75,733",03/17/2019,5NsCv3I7o0f6vSQScG01f1
2,Wir ticken,"by Capital Bra, Samra","53,588",03/17/2019,1mdJ39D1lrR3aWIOhgeNaE
3,Wolke 10,by MERO,"51,327",03/17/2019,200cTjC6si5Xz9af2QeHi2
4,Alleen,by KC Rebell,"31,965",03/17/2019,3UDsmMZsEMsvM82OcdqJWu
5,Jay Jay,by MERO,"29,858",03/17/2019,3YxCKq3YPnTekAofhaHABZ
6,Wie Buffon,by MERO,"25,461",03/17/2019,09Yoq7UUSqh9aJSBoRMDfA
7,Hobby Hobby,by MERO,"25,233",03/17/2019,0dmrz4V5kiezQAqQ3VqGob
8,Baller los,by MERO,"22,183",03/17/2019,1uNzKXVNwq7jwV0rhjXqLB
9,2x,by Mathea,"21,365",03/17/2019,2pu5rVWy3zPlgypJzL3Mlw
10,Träume werden wahr,"by MERO, BRADO","21,275",03/17/2019,2GxHx0bbc0BK7Z0ChMJUtO
11,Hops,by MERO,"21,147",03/17/2019,4fgV3PU9JBlpJu0w4Yhr76
12,DNA,"by KC Rebell, Summer Cem, Capital Bra","20,615",03/17/2019,4BD9yUEFI07WaDJ381DDMq
13,Gib Ihm,by SHIRIN DAVID,"20,042",03/17/2019,5iIgIxtMNeogKaFUfvuAbs
14,Prinzessa,by Capital Bra,"19,605",03/17/2019,7r55d7IhAj5UGKiYbXBwRP
15,Capital Bra je m'appelle,by Capital Bra,"19,451",03/17/2019,6VMAFT0zfide2Jg8MVZAPz
16,Gib ihn,by MERO,"17,997",03/17/2019,43o47EpZOuCV6YYUNcxxJl
17,Mill'n,by MERO,"17,975",03/17/2019,0LxEGZDLJWGx9x0wQUhyof
18,Sweet but Psycho,by Ava Max,"17,033",03/17/2019,25sgk305KZfyuqVBQIahim
19,Auf dem Weg,by MERO,"16,360",03/17/2019,2YICs34Vbs95OKhn5LXeFO
20,500 PS,"by Bonez MC, RAF Camora","16,130",03/17/2019,4UOXo3xWnxYdTf3sFyRaUG
21,Benzema,by Capital Bra,"15,874",03/17/2019,7KPGeiXWDsGEvFK62wzU8E
22,Ferrari,"by Eno, MERO","15,821",03/17/2019,4AgK0CwpwcekXVdAoYB2VO
23,Enes Meral,by MERO,"15,405",03/17/2019,04hgIDWsvtlmAOSomsEYRG
24,Fragen,"by Azet, Zuna","14,345",03/17/2019,3gs4lX2JSAFc8v8piogE3i
25,Kamehameha,"by Azet, Zuna","14,011",03/17/2019,0qzX2dAs1otoAABKNHUwRb
26,Sucker,by Jonas Brothers,"14,003",03/17/2019,4y3OI86AEP6PQoDE6olYhO
27,High Hopes,by Panic! At The Disco,"13,686",03/17/2019,1rqqCSm0Qe4I9rUvWncaom
28,Speechless (feat. Erika Sirola),by Robin Schulz,"13,519",03/17/2019,1rCcsYnmqbMYdkG7kS9GC5
29,7 rings,by Ariana Grande,"13,359",03/17/2019,6ocbgoVGwYJhOv1GgI9NsF
30,Intro,by MERO,"13,276",03/17/2019,0uLCRADshP7njj8Eqw6Jxv
31,Giant (with Rag'n'Bone Man),by Calvin Harris,"12,955",03/17/2019,5itOtNx0WxtJmi1TQ3RuRd
32,Shallow,"by Lady Gaga, Bradley Cooper","11,772",03/17/2019,2VxeLyX666F8uXCJ0dZF8B
33,Fading,"by Alle Farben, ILIRA","11,412",03/17/2019,2RP8Svo0pMwZXnVcmOffDw
34,Kampfgeist 4,by Kontra K,"11,311",03/17/2019,3TqjrBoN0waDh5nFINL2R8
35,Tausend Tattoos,by Sido,"11,208",03/17/2019,2PAYSgrVOBz8RJqp9B7QLu
36,i'm so tired...,"by Lauv, Troye Sivan","11,148",03/17/2019,7COXchtUOMd6uIT6HvmRaI
37,Kokain,"by Bonez MC, RAF Camora, Gzuz","11,074",03/17/2019,4Bj3usjRTckEJARO0dLbDf
38,Perfekt (feat. Sofiane),"by RAF Camora, AriBeatz","10,919",03/17/2019,38KR9aB0bPkjM4gKhKr7tr
39,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",by KitschKrieg,"10,211",03/17/2019,4Nip6oiJU24LqcUEi7u19S
40,Wow.,by Post Malone,"10,102",03/17/2019,6MWtB6iiXyIwun0YzU6DFP
41,JAJA,by Fero47,"10,015",03/17/2019,5z3vuYzS9UF6rD6TmBEdUf
42,"break up with your girlfriend, i'm bored",by Ariana Grande,"10,000",03/17/2019,4kV4N9D1iKVxx1KLvtTpjS
43,Con Calma,"by Daddy Yankee, Snow","9,960",03/17/2019,5w9c2J52mkdntKOmRLeM2m
44,Without Me,by Halsey,"9,757",03/17/2019,5p7ujcrUXASCNwRaWNHR1C
45,WTF (feat. Amber Van Day),by HUGEL,"9,549",03/17/2019,0gn93i7HJt0calph67R5Wu
46,Power Over Me,by Dermot Kennedy,"9,387",03/17/2019,0OGNtqKkjI7FCE9HZ4Khgo
47,bury a friend,by Billie Eilish,"9,374",03/17/2019,4NzMOnvSJVNKF7nw5NkXIP
48,Bad Liar,by Imagine Dragons,"9,276",03/17/2019,2RSHsoi04658QL5xgQVov3
49,Happier,"by Marshmello, Bastille","9,274",03/17/2019,2dpaYNEQHiRxtZbfNsse99
50,In My Mind,"by Dynoro, Gigi D'Agostino","9,248",03/17/2019,0E9ZjEAyAwOXZ7wJC0PD33
51,Diablo,by Luciano,"9,228",03/17/2019,76nfoEXEghZn7YPfJq5abF
52,ROMEO & JULIET,"by Loredana, Mozzik","9,184",03/17/2019,3uB8KqnEoQq5bTQ1JFHJ7Y
53,Hallo Hallo,"by Azet, Zuna","9,146",03/17/2019,0RjhrAgD7bSYBi0fyqX616
54,Look Back at It,by A Boogie Wit da Hoodie,"9,014",03/17/2019,3Ol2xnObFdKV9pmRD2t9x8
55,Don't Call Me Up,by Mabel,"8,941",03/17/2019,5WHTFyqSii0lmT9R21abT8
56,Let Me Down Slowly,by Alec Benjamin,"8,531",03/17/2019,2qxmye6gAegTMjLKEBoR3d
57,Lelele,"by Azet, Zuna","8,429",03/17/2019,61A9J4906Zkuqd22oasZVR
58,Be Alright,by Dean Lewis,"8,093",03/17/2019,3EPXxR3ImUwfayaurPi3cm
59,wish you were gay,by Billie Eilish,"7,730",03/17/2019,4txc3txsIt81diMzGhrVPS
60,Cataleya,by Samra,"7,604",03/17/2019,3MrTi2XjvQCZm8V1P1ryuR
61,Say My Name,"by David Guetta, Bebe Rexha, J Balvin","7,345",03/17/2019,0YammaEkYSeo9vQYZ1OwS6
62,Body (feat. brando),by Loud Luxury,"7,335",03/17/2019,7K7MUBCnzgBAvMVW2RTWNs
63,Pam Pam,"by Azet, Zuna","7,289",03/17/2019,7varEevkxnTyw3qufGfE6V
64,Why so Serious,by Alice Merton,"7,207",03/17/2019,1FBzp2RXC04zE31DSCOqAY
65,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",by benny blanco,"7,180",03/17/2019,1WSGTYKLEpKfNQYYW5Oymt
66,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","7,172",03/17/2019,3KkXRkHbMCARz0aVfEt68P
67,thank you,by Lena,"7,162",03/17/2019,3uCZ4IqMY54A0jxRkyPGPl
68,DODI,by Shindy,"7,111",03/17/2019,63THFs9ovzO3WQsz4lzh0H
69,Casanova,"by Summer Cem, Bausa","7,074",03/17/2019,0jB0RNZIfaihaDKNmdrI40
70,Facetime,by Dardan,"7,059",03/17/2019,0oZyouBDStcJEUbTmSfys2
71,Wenn die Sonne untergeht,"by Azet, Zuna","7,049",03/17/2019,6eWgN8PoowGfqvDYVPxZAq
72,Dancing With A Stranger (with Normani),by Sam Smith,"6,938",03/17/2019,6Qs4SXO9dwPj5GKvVOv8Ki
73,Moonlight,by Gaullin,"6,920",03/17/2019,0A5gdlrpAuQqZ2iFgnqBFW
74,Melodien (feat. Juju),by Capital Bra,"6,856",03/17/2019,5d35jcJj7WjDQBOHCHPY6t
75,Ich liebe es (feat. XATAR & SAMY),by Capital Bra,"6,831",03/17/2019,71XGMPKmWtVxO7bGcGZhbn
76,So Close,"by NOTD, Felix Jaehn, Captain Cuts, Georgia Ku","6,794",03/17/2019,7FjZU7XFs7P9jHI9Z0yRhK
77,Neymar,"by Capital Bra, Ufo361","6,694",03/17/2019,7ecGSqT8Ulbzhs5QwgWGVN
78,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",by DJ Snake,"6,687",03/17/2019,4w8niZpiMy6qz1mntFA5uM
79,Wild Stare,by Giant Rooks,"6,561",03/17/2019,2SClPoLfPJmwrr3EyfgRTS
80,Nummer unterdrückt,"by Bonez MC, RAF Camora","6,554",03/17/2019,2SRVj6ceeIffVEm9NFyRHI
81,Someone You Loved,by Lewis Capaldi,"6,518",03/17/2019,2TIlqbIneP0ZY1O0EzYLlc
82,Yapma,by C ARMA,"6,497",03/17/2019,1194zYf7UfSXP4omxVTmPa
83,Viva la Dealer,"by SDP, Capital Bra","6,420",03/17/2019,2vuFdbSOLje3khV4rLSEpm
84,Here With Me,"by Marshmello, CHVRCHES","6,384",03/17/2019,5icOoE6VgqFKohjWWNp0Ac
85,"5 Minuten (feat. Cro, AnnenMayKantereit & Trettmann)",by KitschKrieg,"6,205",03/17/2019,1rciHe0jRJnF3J6CuAwOH0
86,Eastside (with Halsey & Khalid),by benny blanco,"6,087",03/17/2019,7FGq80cy8juXBCD2nrqdWU
87,Risiko,"by Bonez MC, RAF Camora","6,050",03/17/2019,4HIv1dRF270YMyfvuxnF0d
88,Ohne mein Team,"by Bonez MC, RAF Camora, Maxwell","6,023",03/17/2019,05Mp2UJulSttxQ4E6hQPH3
89,Feuer,by Capital Bra,"6,015",03/17/2019,3yuMTMJQ2gkvLhMVZLrcRV
90,Love Someone,by Lukas Graham,"6,004",03/17/2019,3id2EVGKc3eFAMn9nFnB0r
91,Last Hurrah,by Bebe Rexha,"5,999",03/17/2019,0i0wnv9UoFdZ5MfuFGQzMy
92,Better Now,by Post Malone,"5,997",03/17/2019,7dt6x5M1jzdTEt8oCbisTK
93,Close To Me (with Diplo) (feat. Swae Lee),by Ellie Goulding,"5,992",03/17/2019,5JEx7HbmvHQQswJCsoo9rA
94,Allein,by Capital Bra,"5,964",03/17/2019,4tW7mc0pab35DznfVlr3px
95,Dior 2001,by RIN,"5,959",03/17/2019,2eNSyVH3sNPiAj9WpRYK73
96,Bohemian Rhapsody - Remastered 2011,by Queen,"5,799",03/17/2019,7tFiyTwD0nx5a1eklYtX2J
97,Ist es wahr,"by Azet, Zuna","5,733",03/17/2019,4CBmq7qDSuIna6QhW11hYv
98,UFF,"by Veysel, Gzuz","5,725",03/17/2019,3Rq0ElVcisouAl71RtnTUS
99,XXLARGE,"by Mert, Burry Soprano","5,571",03/17/2019,5Z9SmeVkcCCOzJ9bncQYq5
100,2002,by Anne-Marie,"5,560",03/17/2019,2BgEsaKNfHUdlh97KmvFyo
101,HaifischNikez Allstars,"by LX, Maxwell, Bonez MC, Gzuz, Sa4","5,541",03/17/2019,0kLA41xkWzzYzMIEGFuDkP
102,Dresscode Gucci,by Joker Bra,"5,492",03/17/2019,1bdX9WfgtGmkczxGli2zmi
103,Mercedes,by Eno,"5,473",03/17/2019,3FHppoOv1gMexzC9XyMCFz
104,Zoey,"by Nimo, Capo","5,472",03/17/2019,0dGSOCj6hdV5Nr0V8FjONc
105,Warnung,by Kontra K,"5,447",03/17/2019,3OgD9c7c6GhEWUK660Ezbr
106,So stell ich mir das vor,by 18 Karat,"5,322",03/17/2019,4xguhUOQ0YeguPC9Q3JSfz
107,Ruin My Life,by Zara Larsson,"5,291",03/17/2019,5tAa8Uaqr4VvA3693mbIhU
108,Hold My Girl,by George Ezra,"5,282",03/17/2019,42bbDWZ8WmXTH7PkYAlGLu
109,Rise,"by Jonas Blue, Jack & Jack","5,280",03/17/2019,3KLygy1YWhmrQx0GRs7IOx
110,Ala bin,by Seiler und Speer,"5,252",03/17/2019,6hSbkhKnY0INN355GvKmgO
111,Pare,"by Azet, Zuna","5,241",03/17/2019,2E65WRtNfdWZjnIEaah9fA
112,"thank u, next",by Ariana Grande,"5,225",03/17/2019,3e9HZxeyfWwjeyPAMmWSSQ
113,Road2Goat,by Shindy,"5,218",03/17/2019,7jmyKXzjmjgmloEBZdFIRn
114,Leyla,"by Nimo, Capo","5,175",03/17/2019,08OFGhKf7mK1BGhzMtXaqo
115,Rollin,by Kianush,"5,171",03/17/2019,5l8Pg6N9iakstqcE6i1EPo
116,BONNIE & CLYDE,"by Loredana, Mozzik","5,167",03/17/2019,5UtiebKGhsSce9gX1qCqic
117,Just You and I,by Tom Walker,"5,165",03/17/2019,03x2rVJRFUrvwlfxoHd9Mo
118,MIDDLE CHILD,by J. Cole,"5,149",03/17/2019,2JvzF1RMd7lE3KmFlsyZD8
119,#niemalsantäuschen,by Farid Bang,"5,147",03/17/2019,4mI0sGmXHviRF9QbY4bfq7
120,Nese Don,"by Azet, Zuna, RAF Camora","5,147",03/17/2019,1EBK8F9hcrAQo2OGJ66ILb
121,Copacabana,"by Leon Machère, Stard Ova, KALUMA","5,145",03/17/2019,214Mx6MSJhtaO1uPtZGqLH
122,Chlorine,by Twenty One Pilots,"5,123",03/17/2019,23OXdR7YuUBVWh5hSnYJau
123,Shem Shem & Sex,"by Nimo, Capo","5,123",03/17/2019,6ujq8IjOGkbJrp09qarW1E
124,Like I Love You (feat. The NGHBRS),by Lost Frequencies,"5,121",03/17/2019,30K9xVNSog0DVr5ey5yVoY
125,Primo,by RAF Camora,"5,083",03/17/2019,7y5chiQbuvviOYUfUmOPqo
126,Bones (feat. OneRepublic),by Galantis,"5,071",03/17/2019,1pfgsjmxVZhoZpeDx6POKv
127,Deine Mutter,"by Kool Savas, Nessi","5,046",03/17/2019,4y8xXLG9O3Rbl6e1KaNRTG
128,Fast,by Juice WRLD,"5,030",03/17/2019,6MjNilJCVKJq0LfFvo5jWJ
129,Let You Love Me,by Rita Ora,"5,012",03/17/2019,5Fla3zyOCcIRqrDoKLU0DP
130,Who Do You Love,"by The Chainsmokers, 5 Seconds of Summer","4,962",03/17/2019,11cDEev79fPKi6uJCjUhu8
131,Paradies,"by Ufo361, RAF Camora","4,923",03/17/2019,2kx7rcukcL50UysnBiWJxf
132,Don't Stop Me Now - Remastered 2011,by Queen,"4,893",03/17/2019,5T8EDUDqKcs6OSOwEsfqG7
133,rockstar (feat. 21 Savage),by Post Malone,"4,884",03/17/2019,0e7ipj03S05BNilyu5bRzt
134,Talk,"by Khalid, Disclosure","4,796",03/17/2019,0rTV5WefWd1J3OwIheTzxM
135,Under Water - Club Edit,by AVEC,"4,760",03/17/2019,3Bf7jl5Xr38QhPKyDXeQAz
136,Meer,by Luciano,"4,737",03/17/2019,1LcvTvRfWrQjrF6aymfugd
137,Happy Now,"by Kygo, Sandro Cavazza","4,733",03/17/2019,14sOS5L36385FJ3OL8hew4
138,Nothing Breaks Like a Heart (feat. Miley Cyrus),by Mark Ronson,"4,723",03/17/2019,27rdGxbavYJeBphck5MZAF
139,when the party's over,by Billie Eilish,"4,712",03/17/2019,14JzyD6FlBD5z0wV5P07YI
140,G Klasse (feat. Lil Lano & M.O.030),by King Khalil,"4,706",03/17/2019,6Xt6kg1kGrZCi4gJhijxeT
141,One Night Stand,by Capital Bra,"4,706",03/17/2019,3AXtDUSO78KrGa9Rq8rWUS
142,Always Remember Us This Way,by Lady Gaga,"4,686",03/17/2019,2rbDhOo9Fh61Bbu23T2qCk
143,Youngblood,by 5 Seconds of Summer,"4,597",03/17/2019,2iUXsYOEPhVqEBwsqP70rE
144,Lambo Diablo GT (feat. Nimo & Juju) - Remix,by Capo,"4,576",03/17/2019,3TMW1GOB1lsmvf8er2dE8g
145,lovely,"by Billie Eilish, Khalid","4,520",03/17/2019,1NJcg626wLln4pGHpiV7mf
146,Was du Liebe nennst,by Bausa,"4,509",03/17/2019,2hIY4sjfMeKwXXh2LvhrMo
147,So Am I,by Ava Max,"4,471",03/17/2019,0uUNN1nSoUx1A4fkDCWDQ7
148,My Bad,by Khalid,"4,420",03/17/2019,1DUSuNhF8P5vUGNPpQiZa5
149,Promises (with Sam Smith),"by Calvin Harris, Jessie Reyez","4,379",03/17/2019,5N5k9nd479b1xpDZ4usjrg
150,SAD!,by XXXTENTACION,"4,364",03/17/2019,3ee8Jmje8o58CHK66QrVC2
151,Thunderclouds,"by Sia, Diplo, Labrinth, LSD","4,361",03/17/2019,2c7GlMNmF7pbohjykutmLP
152,SICKO MODE,by Travis Scott,"4,294",03/17/2019,2xLMifQCjDGFmkHkpNLD9h
153,Whenever (feat. Conor Maynard),"by Kris Kross Amsterdam, The Boy Next Door","4,275",03/17/2019,3DGar7krWlmrXRFHBcQF6z
154,Nur ein Tanz,by Pietro Lombardi,"4,264",03/17/2019,6oaNpCVXUtmG0eKxsPO6Uf
155,Skam Koh,"by Azet, Zuna","4,262",03/17/2019,7DPU8m1PkKE6t1uekL4Fm4
156,Pure Water (with Migos),by Mustard,"4,219",03/17/2019,63cd4JkwGgYJrbOizbfmsp
157,Tamam Tamam,by Summer Cem,"4,210",03/17/2019,2eRq2jwsZtb0uGH4qUsvT1
158,Going Bad (feat. Drake),by Meek Mill,"4,203",03/17/2019,2IRZnDFmlqMuOrYOLnZZyc
159,Walk Me Home,by P!nk,"4,202",03/17/2019,7DHApOHsIFo7EyfieArYGE
160,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",by Rudimental,"4,143",03/17/2019,20ZP3Om9DvDazXrNUC7WM2
161,Nevermind,by Dennis Lloyd,"4,140",03/17/2019,63SevszngYpZOwf63o61K4
162,No Sleep (feat. Bonn),by Martin Garrix,"4,118",03/17/2019,1ahVFh0ViDZr8LvkEVlq3B
163,Roli Glitzer Glitzer (feat. Luciano & Eno),by Capital Bra,"4,111",03/17/2019,5P8EPCYTLW2bR4PanlvEpI
164,Robbery,by Juice WRLD,"4,109",03/17/2019,6Hj9jySrnFppAI0sEMCZpJ
165,Lucid Dreams,by Juice WRLD,"4,079",03/17/2019,285pBltuF7vW8TeWk8hdRR
166,R.I.P. (feat. Rita Ora & Anitta),by Sofia Reyes,"4,070",03/17/2019,6JqpFboOH2bq9pzaYbkKBn
167,Solo (feat. Demi Lovato),by Clean Bandit,"4,069",03/17/2019,3NuK5xMlSlB6K2Qp16zf3h
168,Licht (feat. Dardan),by Bausa,"4,037",03/17/2019,07zfbHDB3sGLROy9jVyTLP
169,Baui Coupé,"by Diplo, Bausa","4,016",03/17/2019,4J2c8Mk8stfWPzt1u0G90W
170,Cordula Grün,by Josh.,"3,996",03/17/2019,483ykNWhSQXYprueXUMNeo
171,Swervin (feat. 6ix9ine),by A Boogie Wit da Hoodie,"3,984",03/17/2019,1wJRveJZLSb1rjhnUHQiv6
172,Prominent,"by Bonez MC, RAF Camora","3,981",03/17/2019,4JxvECbZ3Oes1eUrmhQNSH
173,Palmen aus Plastik,"by Bonez MC, RAF Camora","3,981",03/17/2019,6wHRm1KR8pzVDPdmR6Qovj
174,Natural,by Imagine Dragons,"3,955",03/17/2019,2FY7b99s15jUprqC0M5NCT
175,Saturday Nights,by Khalid,"3,935",03/17/2019,5kfNriitmkNE8mUbZ7gbq8
176,Girls Like You (feat. Cardi B),by Maroon 5,"3,919",03/17/2019,7fa9MBXhVfQ8P8Df9OEbD8
177,Polaroid,"by Jonas Blue, Liam Payne, Lennon Stella","3,847",03/17/2019,6XqvFyJGdUD5IWee02ARKU
178,Moonlight,by XXXTENTACION,"3,834",03/17/2019,0JP9xo3adEtGSdUEISiszL
179,MILLIONDOLLAR$MILE,by Loredana,"3,814",03/17/2019,4nBcGqwztDJ29cyHVJtXsB
180,I Like Me Better,by Lauv,"3,793",03/17/2019,2P91MQbaiQOfbiz9VqhqKQ
181,FRIENDS,"by Marshmello, Anne-Marie","3,781",03/17/2019,08bNPGLD8AhKpnnERrAc6G
182,Calma - Remix,"by Pedro Capó, Farruko","3,734",03/17/2019,5iwz1NiezX7WWjnCgY5TH4
183,Better When You're Gone,"by David Guetta, Brooks, Loote","3,732",03/17/2019,4Tvw0lweq9l2JPQKFbpbBQ
184,No New Friends,"by Sia, Diplo, Labrinth, LSD","3,722",03/17/2019,3Y7a0typ6ik1KscmebXd6D
185,Mula,by Mert,"3,671",03/17/2019,06xtJscJRJBZjTThCy46iq
186,Berlin lebt,by Capital Bra,"3,652",03/17/2019,1zl1smQ584EZKCfLVeYWNq
187,Later Bitches,by The Prince Karma,"3,628",03/17/2019,2MhnrAz9dreS8zLzEuDflG
188,Farben,by Kontra K,"3,628",03/17/2019,6hFmSZIw5gmn9mK4hfqozy
189,Trance,by Qzeng,"3,609",03/17/2019,5eA0fLfQRw9WuX34ZRPvAT
190,ZEZE (feat. Travis Scott & Offset),by Kodak Black,"3,607",03/17/2019,0FZ4Dmg8jJJAPJnvBIzD9z
191,Almost (Sweet Music),by Hozier,"3,599",03/17/2019,6UTmrvq4nRmx1iQ6iMd1FD
192,Shotgun,by George Ezra,"3,576",03/17/2019,4ofwffwvvnbSkrMSCKQDaC
193,Murder On My Mind,by YNW Melly,"3,557",03/17/2019,7eBqSVxrzQZtK2mmgRG6lC
194,Baila Baila Baila,by Ozuna,"3,553",03/17/2019,7uH27oIt4a6cIFCA8ZPcyG
195,Karte brennt,"by Rooz, Olexesh","3,541",03/17/2019,2G3jaQujeCblYRIOLRxtCy
196,Africa,by TOTO,"3,531",03/17/2019,2374M0fQpWi3dLnB54qaLX
197,More Than You Know,by Axwell /\ Ingrosso,"3,475",03/17/2019,6h5PAsRni4IRlxWr6uDPTP
198,Blah Blah Blah,by Armin van Buuren,"3,472",03/17/2019,0tp6mwUt99QnfY95T30Lqj
199,7 Minutes,by Dean Lewis,"3,465",03/17/2019,2BkyYZmU4JuWW2sYi9EzpC
200,Please Me,"by Cardi B, Bruno Mars","3,421",03/17/2019,0PG9fbaaHFHfre2gUVo7AN
1,Pass auf wen du liebst,by Ufo361,"63,602",03/18/2019,5NsCv3I7o0f6vSQScG01f1
2,Wir ticken,"by Capital Bra, Samra","61,574",03/18/2019,1mdJ39D1lrR3aWIOhgeNaE
3,Wolke 10,by MERO,"50,996",03/18/2019,200cTjC6si5Xz9af2QeHi2
4,Alleen,by KC Rebell,"35,474",03/18/2019,3UDsmMZsEMsvM82OcdqJWu
5,Jay Jay,by MERO,"30,882",03/18/2019,3YxCKq3YPnTekAofhaHABZ
6,Wie Buffon,by MERO,"25,093",03/18/2019,09Yoq7UUSqh9aJSBoRMDfA
7,Hobby Hobby,by MERO,"24,867",03/18/2019,0dmrz4V5kiezQAqQ3VqGob
8,2x,by Mathea,"22,159",03/18/2019,2pu5rVWy3zPlgypJzL3Mlw
9,DNA,"by KC Rebell, Summer Cem, Capital Bra","21,527",03/18/2019,4BD9yUEFI07WaDJ381DDMq
10,Baller los,by MERO,"21,426",03/18/2019,1uNzKXVNwq7jwV0rhjXqLB
11,Capital Bra je m'appelle,by Capital Bra,"20,932",03/18/2019,6VMAFT0zfide2Jg8MVZAPz
12,Träume werden wahr,"by MERO, BRADO","20,913",03/18/2019,2GxHx0bbc0BK7Z0ChMJUtO
13,Hops,by MERO,"20,840",03/18/2019,4fgV3PU9JBlpJu0w4Yhr76
