chart_position,title,artist,stream_count,date,track_id
25,Gib Ihm,by SHIRIN DAVID,"17,077",03/11/2019,5iIgIxtMNeogKaFUfvuAbs
26,Ferrari,"by Eno, MERO","16,438",03/11/2019,4AgK0CwpwcekXVdAoYB2VO
27,Without Me,by Halsey,"15,802",03/11/2019,5p7ujcrUXASCNwRaWNHR1C
28,Prinzessa,by Capital Bra,"15,798",03/11/2019,7r55d7IhAj5UGKiYbXBwRP
29,bury a friend,by Billie Eilish,"15,750",03/11/2019,4NzMOnvSJVNKF7nw5NkXIP
30,Ist es wahr,"by Azet, Zuna","15,643",03/11/2019,4CBmq7qDSuIna6QhW11hYv
31,Hallo Hallo,"by Azet, Zuna","15,356",03/11/2019,0RjhrAgD7bSYBi0fyqX616
32,Dancing With A Stranger (with Normani),by Sam Smith,"15,106",03/11/2019,6Qs4SXO9dwPj5GKvVOv8Ki
33,Look Back at It,by A Boogie Wit da Hoodie,"14,338",03/11/2019,3Ol2xnObFdKV9pmRD2t9x8
34,Hobby Hobby,by MERO,"14,278",03/11/2019,260R90ctQ1SiPax90PuEsT
35,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",by benny blanco,"14,213",03/11/2019,1WSGTYKLEpKfNQYYW5Oymt
36,Always Remember Us This Way,by Lady Gaga,"13,701",03/11/2019,2rbDhOo9Fh61Bbu23T2qCk
37,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",by DJ Snake,"13,565",03/11/2019,4w8niZpiMy6qz1mntFA5uM
38,wish you were gay,by Billie Eilish,"13,559",03/11/2019,4txc3txsIt81diMzGhrVPS
39,Adan y Eva,by Paulo Londra,"13,488",03/11/2019,6FyRXC8tJUh863JCkyWqtk
40,Bad Liar,by Imagine Dragons,"13,488",03/11/2019,2RSHsoi04658QL5xgQVov3
41,Zieh,"by Azet, Zuna","13,256",03/11/2019,0EDfHoIv0QzEybexqdnYkI
42,Fading,"by Alle Farben, ILIRA","13,118",03/11/2019,2RP8Svo0pMwZXnVcmOffDw
43,Be Alright,by Dean Lewis,"12,980",03/11/2019,3EPXxR3ImUwfayaurPi3cm
44,Secreto,"by Anuel AA, KAROL G","12,850",03/11/2019,5W83ErFkO3aKAIS1WMi6u0
45,Happier,"by Marshmello, Bastille","12,821",03/11/2019,2dpaYNEQHiRxtZbfNsse99
46,Ghetto,"by Azet, Zuna","12,791",03/11/2019,0zhIsKJiASrRn0k3kRLnAj
47,Benzema,by Capital Bra,"12,739",03/11/2019,7KPGeiXWDsGEvFK62wzU8E
48,Baller los,by MERO,"12,604",03/11/2019,1IPRghUN3LFPNbCTsfBJx9
49,In My Mind,"by Dynoro, Gigi D'Agostino","12,330",03/11/2019,0E9ZjEAyAwOXZ7wJC0PD33
50,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","12,265",03/11/2019,3KkXRkHbMCARz0aVfEt68P
51,Geld verdammt,"by Azet, Zuna, Miami Yacine","11,982",03/11/2019,4l39FpxE1Gq0G6T2wMaabb
52,MIA (feat. Drake),by Bad Bunny,"11,927",03/11/2019,116H0KvKr2Zl4RPuVBruDO
53,MIDDLE CHILD,by J. Cole,"11,709",03/11/2019,2JvzF1RMd7lE3KmFlsyZD8
54,Wenn die Sonne untergeht,"by Azet, Zuna","11,603",03/11/2019,6eWgN8PoowGfqvDYVPxZAq
55,Goutte d'eau,by Ninho,"11,481",03/11/2019,5ojNTROUJJgCFFbdD3xTZn
56,i'm so tired...,"by Lauv, Troye Sivan","11,173",03/11/2019,7COXchtUOMd6uIT6HvmRaI
57,Power Over Me,by Dermot Kennedy,"10,895",03/11/2019,0OGNtqKkjI7FCE9HZ4Khgo
58,Say My Name,"by David Guetta, Bebe Rexha, J Balvin","10,808",03/11/2019,0YammaEkYSeo9vQYZ1OwS6
59,Possédé,by Djadja & Dinaz,"10,342",03/11/2019,0VN67HBzRT22ZGvOCi3dQ7
60,Diablo,by Luciano,"10,317",03/11/2019,2myuZYePLUQV4I9KDbMmiW
61,C'est mon sang,"by RK, Sofiane","10,264",03/11/2019,1NEdLeqdQ8hufML9t9dHiU
62,HP,by Maluma,"10,243",03/11/2019,31UjYv5vLsDkzchJOtUMtW
63,Thotiana,by Blueface,"10,194",03/11/2019,3oh6SCCeLuXhFpEyepla6G
64,Bohemian Rhapsody - Remastered 2011,by Queen,"10,175",03/11/2019,7tFiyTwD0nx5a1eklYtX2J
65,Better Now,by Post Malone,"10,051",03/11/2019,7dt6x5M1jzdTEt8oCbisTK
66,Fast,by Juice WRLD,"10,019",03/11/2019,6MjNilJCVKJq0LfFvo5jWJ
67,ROMEO & JULIET,"by Loredana, Mozzik","9,977",03/11/2019,3uB8KqnEoQq5bTQ1JFHJ7Y
68,Robbery,by Juice WRLD,"9,966",03/11/2019,6Hj9jySrnFppAI0sEMCZpJ
69,Skam Koh,"by Azet, Zuna","9,758",03/11/2019,7DPU8m1PkKE6t1uekL4Fm4
70,500 PS,"by Bonez MC, RAF Camora","9,683",03/11/2019,4UOXo3xWnxYdTf3sFyRaUG
71,Talk,"by Khalid, Disclosure","9,670",03/11/2019,0rTV5WefWd1J3OwIheTzxM
72,Nothing Breaks Like a Heart (feat. Miley Cyrus),by Mark Ronson,"9,651",03/11/2019,27rdGxbavYJeBphck5MZAF
73,when the party's over,by Billie Eilish,"9,586",03/11/2019,14JzyD6FlBD5z0wV5P07YI
74,Going Bad (feat. Drake),by Meek Mill,"9,549",03/11/2019,2IRZnDFmlqMuOrYOLnZZyc
75,Tausend Tattoos,by Sido,"9,533",03/11/2019,2PAYSgrVOBz8RJqp9B7QLu
76,Trampoline,by SHAED,"9,424",03/11/2019,0lsRatBUs9HNIZAmoGABzk
77,Pure Water (with Migos),by Mustard,"9,338",03/11/2019,63cd4JkwGgYJrbOizbfmsp
78,Body (feat. brando),by Loud Luxury,"9,146",03/11/2019,7K7MUBCnzgBAvMVW2RTWNs
79,"thank u, next",by Ariana Grande,"8,874",03/11/2019,3e9HZxeyfWwjeyPAMmWSSQ
80,lovely,"by Billie Eilish, Khalid","8,794",03/11/2019,1NJcg626wLln4pGHpiV7mf
81,Road2Goat,by Shindy,"8,742",03/11/2019,7jmyKXzjmjgmloEBZdFIRn
82,SICKO MODE,by Travis Scott,"8,693",03/11/2019,2xLMifQCjDGFmkHkpNLD9h
83,Let You Love Me,by Rita Ora,"8,673",03/11/2019,5Fla3zyOCcIRqrDoKLU0DP
84,Eastside (with Halsey & Khalid),by benny blanco,"8,648",03/11/2019,7FGq80cy8juXBCD2nrqdWU
85,Please Me,"by Cardi B, Bruno Mars","8,621",03/11/2019,0PG9fbaaHFHfre2gUVo7AN
86,Murder On My Mind,by YNW Melly,"8,486",03/11/2019,7eBqSVxrzQZtK2mmgRG6lC
87,Bones (feat. OneRepublic),by Galantis,"8,431",03/11/2019,1pfgsjmxVZhoZpeDx6POKv
88,ZEZE (feat. Travis Scott & Offset),by Kodak Black,"8,401",03/11/2019,0FZ4Dmg8jJJAPJnvBIzD9z
89,So stell ich mir das vor,by 18 Karat,"8,346",03/11/2019,4xguhUOQ0YeguPC9Q3JSfz
90,Who Do You Love,"by The Chainsmokers, 5 Seconds of Summer","8,229",03/11/2019,11cDEev79fPKi6uJCjUhu8
91,rockstar (feat. 21 Savage),by Post Malone,"8,222",03/11/2019,0e7ipj03S05BNilyu5bRzt
92,Perfekt (feat. Sofiane),"by RAF Camora, AriBeatz","8,149",03/11/2019,38KR9aB0bPkjM4gKhKr7tr
93,Swervin (feat. 6ix9ine),by A Boogie Wit da Hoodie,"8,149",03/11/2019,1wJRveJZLSb1rjhnUHQiv6
94,Love Someone,by Lukas Graham,"8,127",03/11/2019,3id2EVGKc3eFAMn9nFnB0r
95,Promises (with Sam Smith),"by Calvin Harris, Jessie Reyez","7,994",03/11/2019,5N5k9nd479b1xpDZ4usjrg
96,Crack Koks Piece Unternehmen,"by Azet, Zuna, Nash","7,949",03/11/2019,5dhon2CluRK2u1m8hJHmk6
97,JAJA,by Fero47,"7,893",03/11/2019,5z3vuYzS9UF6rD6TmBEdUf
98,My Bad,by Khalid,"7,759",03/11/2019,1DUSuNhF8P5vUGNPpQiZa5
99,Close To Me (with Diplo) (feat. Swae Lee),by Ellie Goulding,"7,753",03/11/2019,5JEx7HbmvHQQswJCsoo9rA
100,Soldi,by Mahmood,"7,635",03/11/2019,4szQkW1CDHqbRZGltXJdd3
101,DODI,by Shindy,"7,618",03/11/2019,63THFs9ovzO3WQsz4lzh0H
102,Dresscode Gucci,by Joker Bra,"7,589",03/11/2019,1bdX9WfgtGmkczxGli2zmi
103,Arms Around You (feat. Maluma & Swae Lee),"by XXXTENTACION, Lil Pump","7,582",03/11/2019,2LskIZrCeLxRvCiGP8gxlh
104,Last Hurrah,by Bebe Rexha,"7,554",03/11/2019,0i0wnv9UoFdZ5MfuFGQzMy
105,Khapta,"by Heuss L'enfoiré, Sofiane","7,511",03/11/2019,6stxV2bl7xSiPUornxwyNR
106,Rewrite The Stars (with James Arthur & Anne-Marie),by James Arthur,"7,465",03/11/2019,6mQLN3zRtAp6ovjusyYKrV
107,Just You and I,by Tom Walker,"7,430",03/11/2019,03x2rVJRFUrvwlfxoHd9Mo
108,Happy Now,"by Kygo, Sandro Cavazza","7,405",03/11/2019,14sOS5L36385FJ3OL8hew4
109,2002,by Anne-Marie,"7,307",03/11/2019,2BgEsaKNfHUdlh97KmvFyo
110,Desconocidos,"by Mau y Ricky, Manuel Turizo, Camilo","7,247",03/11/2019,0s5DNDV6LAKn2u2Ufa3VjQ
111,Natural,by Imagine Dragons,"7,146",03/11/2019,2FY7b99s15jUprqC0M5NCT
112,Rise,"by Jonas Blue, Jack & Jack","7,121",03/11/2019,3KLygy1YWhmrQx0GRs7IOx
113,Walk Me Home,by P!nk,"7,039",03/11/2019,7DHApOHsIFo7EyfieArYGE
114,Don't Stop Me Now - Remastered 2011,by Queen,"7,039",03/11/2019,5T8EDUDqKcs6OSOwEsfqG7
115,Ella Quiere Beber - Remix,"by Anuel AA, Romeo Santos","6,974",03/11/2019,3f5lA8nnc4YYF1qf78WpHw
116,SAD!,by XXXTENTACION,"6,922",03/11/2019,3ee8Jmje8o58CHK66QrVC2
117,Never Go Back,by Dennis Lloyd,"6,900",03/11/2019,2QrXzOqLCVDRZHkToA0tSR
118,Mi Culpa,by Loco Escrito,"6,865",03/11/2019,1z5kvdG3vjMUpJsNt76JVf
119,Moonlight,by XXXTENTACION,"6,803",03/11/2019,0JP9xo3adEtGSdUEISiszL
120,Cataleya,by Samra,"6,793",03/11/2019,3MrTi2XjvQCZm8V1P1ryuR
121,Nevermind,by Dennis Lloyd,"6,773",03/11/2019,63SevszngYpZOwf63o61K4
122,No Sleep (feat. Bonn),by Martin Garrix,"6,671",03/11/2019,1ahVFh0ViDZr8LvkEVlq3B
123,Trop beau,by Lomepal,"6,548",03/11/2019,4WB9OeauHXnGOMUK4s80gM
124,Run Run,by RAY BLK,"6,531",03/11/2019,12v5HN5yoBXWV7QpXLFjAM
125,Hear Me Calling,by Juice WRLD,"6,498",03/11/2019,13ZyrkCDmRz5xY3seuAWYk
126,Tout oublier,"by Angèle, Roméo Elvis","6,397",03/11/2019,06O3hxudc6V0BOuoCFSy71
127,Facetime,by Dardan,"6,386",03/11/2019,0oZyouBDStcJEUbTmSfys2
128,a lot,by 21 Savage,"6,339",03/11/2019,2t8yVaLvJ0RenpXUIAC52d
129,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",by KitschKrieg,"6,316",03/11/2019,4Nip6oiJU24LqcUEi7u19S
130,Whenever (feat. Conor Maynard),"by Kris Kross Amsterdam, The Boy Next Door","6,304",03/11/2019,3DGar7krWlmrXRFHBcQF6z
131,Mo Bamba,by Sheck Wes,"6,304",03/11/2019,1xzBco0xcoJEDXktl7Jxrr
132,079,by Lo & Leduc,"6,268",03/11/2019,3dfCKQy9JY2ixI58zTeUn9
133,So Close,"by NOTD, Felix Jaehn, Captain Cuts, Georgia Ku","6,237",03/11/2019,7FjZU7XFs7P9jHI9Z0yRhK
134,No Stylist (feat. Drake),by French Montana,"6,220",03/11/2019,04MLEeAMuV9IlHEsD8vF6A
135,Solo (feat. Demi Lovato),by Clean Bandit,"6,217",03/11/2019,3NuK5xMlSlB6K2Qp16zf3h
136,Here With Me,"by Marshmello, CHVRCHES","6,209",03/11/2019,5icOoE6VgqFKohjWWNp0Ac
137,Giuseppe,by Niska,"6,152",03/11/2019,1XnPRxd67vVxzBCiGLXLxw
138,Taste (feat. Offset),by Tyga,"6,127",03/11/2019,5IaHrVsrferBYDm0bDyABy
139,Lucid Dreams,by Juice WRLD,"6,069",03/11/2019,285pBltuF7vW8TeWk8hdRR
140,Girls Like You (feat. Cardi B),by Maroon 5,"6,012",03/11/2019,7fa9MBXhVfQ8P8Df9OEbD8
141,Shape of You,by Ed Sheeran,"5,969",03/11/2019,7qiZfU4dY1lWllzX7mPBI3
142,Another One Bites The Dust - Remastered 2011,by Queen,"5,888",03/11/2019,5vdp5UmvTsnMEMESIF2Ym7
143,Ruin My Life,by Zara Larsson,"5,868",03/11/2019,5tAa8Uaqr4VvA3693mbIhU
144,Melodien (feat. Juju),by Capital Bra,"5,858",03/11/2019,5d35jcJj7WjDQBOHCHPY6t
145,Polaroid,"by Jonas Blue, Liam Payne, Lennon Stella","5,834",03/11/2019,6XqvFyJGdUD5IWee02ARKU
146,Perfect,by Ed Sheeran,"5,812",03/11/2019,0tgVpDi06FyKpA1z0VMD4v
147,Creep On Me,"by GASHI, French Montana, DJ Snake","5,804",03/11/2019,1MUL6DO2gVimj2YrVedubd
148,Saturday Nights,by Khalid,"5,779",03/11/2019,5kfNriitmkNE8mUbZ7gbq8
149,Better,by Khalid,"5,777",03/11/2019,6zeeWid2sgw4lap2jV61PZ
150,Praise The Lord (Da Shine) (feat. Skepta),by A$AP Rocky,"5,757",03/11/2019,7ycWLEP1GsNjVvcjawXz3z
151,Kokain,"by Bonez MC, RAF Camora, Gzuz","5,754",03/11/2019,4Bj3usjRTckEJARO0dLbDf
152,Esclavo de Tus Besos,"by Manuel Turizo, Ozuna","5,720",03/11/2019,3g4UyIcQwutiG0TfW32GnX
153,I Like It,"by Cardi B, Bad Bunny, J Balvin","5,719",03/11/2019,58q2HKrzhC3ozto2nDdN4z
154,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",by Rudimental,"5,673",03/11/2019,20ZP3Om9DvDazXrNUC7WM2
155,Ich liebe es (feat. XATAR & SAMY),by Capital Bra,"5,653",03/11/2019,71XGMPKmWtVxO7bGcGZhbn
156,Leave a Light On,by Tom Walker,"5,639",03/11/2019,4iVVU8DyQvOVsKafv3KWIF
157,Shotgun,by George Ezra,"5,600",03/11/2019,4ofwffwvvnbSkrMSCKQDaC
158,Leyla,"by Nimo, Capo","5,565",03/11/2019,08OFGhKf7mK1BGhzMtXaqo
159,Nights Like This (feat. Ty Dolla $ign),by Kehlani,"5,524",03/11/2019,6ZRuF2n1CQxyxxAAWsKJOy
160,Meer,by Luciano,"5,524",03/11/2019,1LcvTvRfWrQjrF6aymfugd
161,HS (feat. SCH),by Hamza,"5,448",03/11/2019,2JAO138j1wJjQ2mmm7aAbP
162,Madrina,"by Maes, Booba","5,442",03/11/2019,4miiqu2dxOhBguQDHtqssH
163,Malade,by Roméo Elvis,"5,429",03/11/2019,0MEriM1ajYAQOZTzLSz7o7
164,Sale mood,"by Bramsito, Booba","5,418",03/11/2019,7oxSh7uiB74lWGVIv2Qtlm
165,Make Believe,by Juice WRLD,"5,398",03/11/2019,6eiztdXRkooWsBt2xToMWI
166,High On Life (feat. Bonn),by Martin Garrix,"5,375",03/11/2019,4ut5G4rgB1ClpMTMfjoIuy
167,Neymar,"by Capital Bra, Ufo361","5,355",03/11/2019,7ecGSqT8Ulbzhs5QwgWGVN
168,Like I Love You (feat. The NGHBRS),by Lost Frequencies,"5,335",03/11/2019,30K9xVNSog0DVr5ey5yVoY
169,Viva la Dealer,"by SDP, Capital Bra","5,308",03/11/2019,2vuFdbSOLje3khV4rLSEpm
170,idontwannabeyouanymore,by Billie Eilish,"5,222",03/11/2019,40T5GIqQ1CegGm2PTEl8Bu
171,Wild Stare,by Giant Rooks,"5,209",03/11/2019,2SClPoLfPJmwrr3EyfgRTS
172,Remind Me to Forget,"by Kygo, Miguel","5,205",03/11/2019,6xTU6B6nFwKKTSZ9ySXS80
173,Sunset Lover,by Petit Biscuit,"5,183",03/11/2019,3WRQUvzRvBDr4AxMWhXc5E
174,Believer,by Imagine Dragons,"5,174",03/11/2019,0pqnGHJpmpxLKifKRmU6WP
175,KIKA,"by 6ix9ine, Tory Lanez","5,160",03/11/2019,6Gy7rXB6Ku5vIWC7WGWsl3
176,Youngblood,by 5 Seconds of Summer,"5,154",03/11/2019,2iUXsYOEPhVqEBwsqP70rE
177,Thunder,by Imagine Dragons,"5,133",03/11/2019,1zB4vmk8tFRmM9UULNzbLB
178,Allein,by Capital Bra,"5,121",03/11/2019,4tW7mc0pab35DznfVlr3px
179,Für immer uf di,by Patent Ochsner,"5,060",03/11/2019,7jNNHN8MWh1cBNOB5EPnaG
180,bellyache,by Billie Eilish,"5,042",03/11/2019,51NFxnQvaosfDDutk0tams
181,Empty Space,by James Arthur,"5,036",03/11/2019,1uru26I2JKd2mQZt0MDCUe
182,Casanova,"by Summer Cem, Bausa","5,034",03/11/2019,0jB0RNZIfaihaDKNmdrI40
183,I Like Me Better,by Lauv,"5,025",03/11/2019,2P91MQbaiQOfbiz9VqhqKQ
184,Under Pressure - Remastered 2011,"by Queen, David Bowie","5,024",03/11/2019,2fuCquhmrzHpu5xcA1ci9x
185,365,"by Zedd, Katy Perry","5,018",03/11/2019,2XWjPtKdi5sucFYtVav07d
186,Zoey,"by Nimo, Capo","5,012",03/11/2019,0dGSOCj6hdV5Nr0V8FjONc
187,11 Minutes (with Halsey feat. Travis Barker),by YUNGBLUD,"5,000",03/11/2019,4mGdjNMo0RonTlOEb7cYg4
188,G Klasse (feat. Lil Lano & M.O.030),by King Khalil,"4,992",03/11/2019,6Xt6kg1kGrZCi4gJhijxeT
189,One Kiss (with Dua Lipa),by Calvin Harris,"4,989",03/11/2019,7ef4DlsgrMEH11cDZd32M6
190,Flames,"by David Guetta, Sia","4,977",03/11/2019,66BjcDhhwWCcQIBxHMpKXh
191,Blah Blah Blah,by Armin van Buuren,"4,940",03/11/2019,0tp6mwUt99QnfY95T30Lqj
192,She Got Me,by Luca Hänni,"4,915",03/11/2019,6TNK1SFt77MvTFoiTloiFQ
193,Dior 2001,by RIN,"4,904",03/11/2019,2eNSyVH3sNPiAj9WpRYK73
194,Africa,by TOTO,"4,899",03/11/2019,2374M0fQpWi3dLnB54qaLX
195,Red Room,by Offset,"4,892",03/11/2019,4TWflhgevIGo448fWc6mQq
196,Feuer,by Capital Bra,"4,888",03/11/2019,3yuMTMJQ2gkvLhMVZLrcRV
197,Adictiva,"by Daddy Yankee, Anuel AA","4,882",03/11/2019,6MJUCumnQsQEKbCy28tbCP
198,Psycho (feat. Ty Dolla $ign),by Post Malone,"4,882",03/11/2019,3swc6WTsr7rl9DqQKQA55C
199,Drip Too Hard (Lil Baby & Gunna),by Lil Baby,"4,846",03/11/2019,78QR3Wp35dqAhFEc2qAGjE
200,Shem Shem & Sex,"by Nimo, Capo","4,837",03/11/2019,6ujq8IjOGkbJrp09qarW1E
1,Wolke 10,by MERO,"56,951",03/12/2019,14f1n3XCW3fQhAODW0CwLK
2,Con Calma,"by Daddy Yankee, Snow","34,330",03/12/2019,5w9c2J52mkdntKOmRLeM2m
3,Shallow,"by Lady Gaga, Bradley Cooper","29,070",03/12/2019,2VxeLyX666F8uXCJ0dZF8B
4,7 rings,by Ariana Grande,"27,934",03/12/2019,6ocbgoVGwYJhOv1GgI9NsF
5,Kamehameha,"by Azet, Zuna","26,828",03/12/2019,0qzX2dAs1otoAABKNHUwRb
6,Calma - Remix,"by Pedro Capó, Farruko","25,357",03/12/2019,5iwz1NiezX7WWjnCgY5TH4
7,Baila Baila Baila,by Ozuna,"23,765",03/12/2019,7uH27oIt4a6cIFCA8ZPcyG
8,Sweet but Psycho,by Ava Max,"23,208",03/12/2019,25sgk305KZfyuqVBQIahim
9,Wow.,by Post Malone,"22,741",03/12/2019,6MWtB6iiXyIwun0YzU6DFP
10,Pare,"by Azet, Zuna","22,292",03/12/2019,2E65WRtNfdWZjnIEaah9fA
11,DNA,"by KC Rebell, Summer Cem, Capital Bra","21,363",03/12/2019,4BD9yUEFI07WaDJ381DDMq
12,Giant (with Rag'n'Bone Man),by Calvin Harris,"19,962",03/12/2019,5itOtNx0WxtJmi1TQ3RuRd
13,High Hopes,by Panic! At The Disco,"19,865",03/12/2019,1rqqCSm0Qe4I9rUvWncaom
14,Sucker,by Jonas Brothers,"19,691",03/12/2019,4y3OI86AEP6PQoDE6olYhO
15,Capital Bra je m'appelle,by Capital Bra,"19,620",03/12/2019,6VMAFT0zfide2Jg8MVZAPz
16,Pam Pam,"by Azet, Zuna","19,221",03/12/2019,7varEevkxnTyw3qufGfE6V
17,Fragen,"by Azet, Zuna","18,650",03/12/2019,3gs4lX2JSAFc8v8piogE3i
18,"break up with your girlfriend, i'm bored",by Ariana Grande,"18,607",03/12/2019,4kV4N9D1iKVxx1KLvtTpjS
19,Speechless (feat. Erika Sirola),by Robin Schulz,"18,424",03/12/2019,1rCcsYnmqbMYdkG7kS9GC5
20,Someone You Loved,by Lewis Capaldi,"17,582",03/12/2019,2TIlqbIneP0ZY1O0EzYLlc
21,Let Me Down Slowly,by Alec Benjamin,"17,541",03/12/2019,2qxmye6gAegTMjLKEBoR3d
22,Gib Ihm,by SHIRIN DAVID,"16,817",03/12/2019,5iIgIxtMNeogKaFUfvuAbs
23,Don't Call Me Up,by Mabel,"16,805",03/12/2019,5WHTFyqSii0lmT9R21abT8
24,Nese Don,"by Azet, Zuna, RAF Camora","16,632",03/12/2019,1EBK8F9hcrAQo2OGJ66ILb
25,Prinzessa,by Capital Bra,"16,149",03/12/2019,7r55d7IhAj5UGKiYbXBwRP
26,Lelele,"by Azet, Zuna","15,981",03/12/2019,61A9J4906Zkuqd22oasZVR
27,Ferrari,"by Eno, MERO","15,847",03/12/2019,4AgK0CwpwcekXVdAoYB2VO
28,Dancing With A Stranger (with Normani),by Sam Smith,"15,562",03/12/2019,6Qs4SXO9dwPj5GKvVOv8Ki
29,Without Me,by Halsey,"15,107",03/12/2019,5p7ujcrUXASCNwRaWNHR1C
30,Look Back at It,by A Boogie Wit da Hoodie,"15,088",03/12/2019,3Ol2xnObFdKV9pmRD2t9x8
31,bury a friend,by Billie Eilish,"15,025",03/12/2019,4NzMOnvSJVNKF7nw5NkXIP
32,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",by benny blanco,"14,591",03/12/2019,1WSGTYKLEpKfNQYYW5Oymt
33,Mademoiselle,by Sfera Ebbasta,"14,343",03/12/2019,2aPnpV1hT7l3eP10uSGK6c
34,Ist es wahr,"by Azet, Zuna","14,207",03/12/2019,4CBmq7qDSuIna6QhW11hYv
35,Hallo Hallo,"by Azet, Zuna","14,126",03/12/2019,0RjhrAgD7bSYBi0fyqX616
36,Hobby Hobby,by MERO,"13,963",03/12/2019,260R90ctQ1SiPax90PuEsT
37,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",by DJ Snake,"13,929",03/12/2019,4w8niZpiMy6qz1mntFA5uM
38,Bad Liar,by Imagine Dragons,"13,204",03/12/2019,2RSHsoi04658QL5xgQVov3
39,Fading,"by Alle Farben, ILIRA","13,186",03/12/2019,2RP8Svo0pMwZXnVcmOffDw
40,Secreto,"by Anuel AA, KAROL G","13,152",03/12/2019,5W83ErFkO3aKAIS1WMi6u0
41,Benzema,by Capital Bra,"12,990",03/12/2019,7KPGeiXWDsGEvFK62wzU8E
42,Adan y Eva,by Paulo Londra,"12,883",03/12/2019,6FyRXC8tJUh863JCkyWqtk
43,wish you were gay,by Billie Eilish,"12,872",03/12/2019,4txc3txsIt81diMzGhrVPS
44,Happier,"by Marshmello, Bastille","12,810",03/12/2019,2dpaYNEQHiRxtZbfNsse99
45,Baller los,by MERO,"12,752",03/12/2019,1IPRghUN3LFPNbCTsfBJx9
46,Be Alright,by Dean Lewis,"12,740",03/12/2019,3EPXxR3ImUwfayaurPi3cm
47,Always Remember Us This Way,by Lady Gaga,"12,613",03/12/2019,2rbDhOo9Fh61Bbu23T2qCk
48,In My Mind,"by Dynoro, Gigi D'Agostino","12,461",03/12/2019,0E9ZjEAyAwOXZ7wJC0PD33
49,MIA (feat. Drake),by Bad Bunny,"12,346",03/12/2019,116H0KvKr2Zl4RPuVBruDO
50,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","12,016",03/12/2019,3KkXRkHbMCARz0aVfEt68P
51,MIDDLE CHILD,by J. Cole,"11,963",03/12/2019,2JvzF1RMd7lE3KmFlsyZD8
52,Zieh,"by Azet, Zuna","11,599",03/12/2019,0EDfHoIv0QzEybexqdnYkI
