chart_position,title,artist,stream_count,date,track_id
1,Angst,"by Loredana, Rymez","34,580",03/11/2020,3R3rQ7FbTJdsi5She10YvI
2,Blinding Lights,by The Weeknd,"30,628",03/11/2020,0sf12qNH5qcw8qpgymFOqD
3,Roller,by Apache 207,"22,105",03/11/2020,6hw1Sy9wZ8UCxYGdpKrU6M
4,Sip,by Luciano,"21,486",03/11/2020,4D4tA2ara3ihoOvjupr8cG
5,100k Cash,"by Capital Bra, Samra","21,473",03/11/2020,033if6Adj8fwBYsQzHOfQ8
6,Dance Monkey,by Tones And I,"20,722",03/11/2020,1rgnBhdG2JDFTbYkYRZAku
7,Baby,"by Joker Bra, VIZE","20,066",03/11/2020,1V7JaMp11LKGwKiVmSetf0
8,Breaking Me,"by Topic, A7S","19,607",03/11/2020,3H7ihDc1dqLriiWXwsc2po
9,The Box,by Roddy Ricch,"19,060",03/11/2020,0nbXyq5TXYPCO7pr3N8S4I
10,6 Uhr,by Samra,"18,446",03/11/2020,57e7dy1hUpKVg1aUvKkx5R
11,Matrix,by Apache 207,"18,226",03/11/2020,7ygVaACDENw4PgLbN1awFE
12,Roses - Imanbek Remix,by SAINt JHN,"17,354",03/11/2020,24Yi9hE78yPEbZ4kxyoXAI
13,D A YYY T O N A,by Dardan,"17,078",03/11/2020,5Bj9rLRVpf5xxQwhlyOOeh
14,In Your Eyes (feat. Alida),by Robin Schulz,"17,011",03/11/2020,61ZM92T2zaXIVsqncThQzC
15,Don't Start Now,by Dua Lipa,"16,303",03/11/2020,6WrI0LAC5M1Rw2MnX2ZvEg
16,Godzilla (feat. Juice WRLD),by Eminem,"15,546",03/11/2020,7FIWs0pqAYbP91WWM0vlTQ
17,Falling,by Trevor Daniel,"15,308",03/11/2020,4TnjEaWOeW0eKTKIEvJyCa
18,Kein Wort,"by Juju, Loredana, Miksu / Macloud","14,752",03/11/2020,1hoLUVBx0ixX3kn0EX0P5n
19,Mios mit Bars,by Luciano,"14,119",03/11/2020,7Ek9e3eIuktIFjpDRQfmHE
20,Rich Rich,by Ufo361,"13,830",03/11/2020,3VFT90E0yYjdHSFoGv02us
21,U23 (feat. Z),by Mert,"12,954",03/11/2020,1iGM29PpHTyrra18Ft0w7O
22,Passt mir so gar nicht,by Joker Bra,"12,919",03/11/2020,7AUPR6VYsmTu8LwDuJVgCe
23,Intentions (feat. Quavo),by Justin Bieber,"12,654",03/11/2020,4umIPjkehX1r7uhmGvXiSV
24,Before You Go,by Lewis Capaldi,"12,589",03/11/2020,2gMXnyrvIjhVBUZwvLZDMP
25,Weiss,by Samra,"12,555",03/11/2020,38YP1STiBe3AZevFFJILf4
26,AUF WIEDERSEHEN,by Mozzik,"12,352",03/11/2020,6JZrs7FFUkTpinCxM1DG3E
27,Circles,by Post Malone,"12,154",03/11/2020,21jGcNKet2qwijlDFuPiPb
28,Donuts,by Gzuz,"11,944",03/11/2020,5XVPNr0CAoUn1jD033Ucoo
29,Moral of the Story,by Ashe,"11,938",03/11/2020,2nC3QhMI9reBIOWutbU3Tj
30,110,"by Capital Bra, Samra, LEA","11,802",03/11/2020,67ojvEGRPAUCOohuMPqoRC
31,Ride It,by Regard,"11,665",03/11/2020,2tnVG71enUj33Ic2nFN6kZ
32,Lass los,"by Dhurata Dora, Azet","11,496",03/11/2020,0K5vPCPPPQYzrKHc17qB1I
33,bad guy,by Billie Eilish,"11,138",03/11/2020,2Fxmhks0bxGSBdJ92vM42m
34,Close Your Eyes,"by Felix Jaehn, VIZE, Miss Li","11,128",03/11/2020,7N06jo3EnV792VFaG8vuW6
35,Someone You Loved,by Lewis Capaldi,"11,062",03/11/2020,7qEHsqek33rTcFNT9PFqLf
36,death bed (coffee for your head),"by Powfu, beabadoobee","11,011",03/11/2020,7eJMfftS33KTjuF7lTsMCx
37,What If I Told You That I Love You,by Ali Gatie,"10,901",03/11/2020,3cqPu20DGTGUoZtbJH2Dmi
38,ROXANNE,by Arizona Zervas,"10,800",03/11/2020,696DnlkuDOXcMAnKlTgXXK
39,Supalonely,"by BENEE, Gus Dapperton","10,670",03/11/2020,4nK5YrxbMGZstTLbvj6Gxw
40,200 km/h,by Apache 207,"10,451",03/11/2020,2PGA1AsJal6cyMNmKyE56q
41,No Time To Die,by Billie Eilish,"10,306",03/11/2020,73SpzrcaHk0RQPFP73vqVR
42,Skifahren (feat. Joshi Mizu),"by The Cratez, Bausa, Maxwell","10,199",03/11/2020,7qwWwsa6otLM0UOEamls4s
43,Tilidin,"by Capital Bra, Samra","10,092",03/11/2020,0Dlcu2fgHklOnajVu2dUNU
44,Say So,by Doja Cat,"10,070",03/11/2020,3Dv1eDb0MEgF93GpLXlucZ
45,Life Is Good (feat. Drake),by Future,"9,890",03/11/2020,5yY9lUy8nbvjM1Uyo1Uqoc
46,You should be sad,by Halsey,"9,706",03/11/2020,7lidXGPXPYLNThITAOTlkK
47,Memories,by Maroon 5,"9,535",03/11/2020,2b8fOow8UzyDFAE27YhOZM
48,Mon Ami,by Samra,"9,371",03/11/2020,1R4xkZXQUQ8QJtAdwHkSgC
49,Zu Ende,"by Samra, ELIF","9,370",03/11/2020,0Vl4eICpXMjtiK0RhdaWov
50,Schüsse im Regen,by Samra,"8,953",03/11/2020,3RgJvQlTg7tp5mXtylDXYx
51,Salt,by Ava Max,"8,949",03/11/2020,7vgv8KZBSo0TPzyIWG9yzV
52,Karakol,by Capo,"8,815",03/11/2020,0rl7zpqNO7xPbe2CDvyoks
53,everything i wanted,by Billie Eilish,"8,771",03/11/2020,3ZCTVFBt2Brf31RLEnCkWJ
54,2002,"by Sido, Apache 207","8,658",03/11/2020,2u8AXJyk8pICzj2wyPBL0b
55,Still Be Friends (feat. Tory Lanez & Tyga),by G-Eazy,"8,629",03/11/2020,0JjM9bKm4wrwohMslcm892
56,500 PS,"by Bonez MC, RAF Camora","8,499",03/11/2020,4UOXo3xWnxYdTf3sFyRaUG
57,Physical,by Dua Lipa,"8,343",03/11/2020,5px6upUHM3fhOP621Edp4V
58,Vermissen (feat. Henning May),by Juju,"8,260",03/11/2020,07f2b3CTdgKKlhv0mqUksz
59,Maschine,"by RAF Camora, The Cratez","8,085",03/11/2020,0C6NMPWYqsLIuuYSNP8KqE
60,Fingertips,by Tom Gregory,"8,006",03/11/2020,0X4hMHBj4Ra6h1tIQGl1CH
61,Wieder Lila,"by Samra, Capital Bra","7,979",03/11/2020,2kkcJ8tSDV42LdWcPjy6We
62,Hoch,by Tim Bendzko,"7,965",03/11/2020,7gqefhSJfWyN1qQ2huvEze
63,Honda Civic,"by The Cratez, Bonez MC","7,910",03/11/2020,7nkN1tnFIZIIS4P5q4Krmb
64,Puta Madre - Bonustrack,by RAF Camora,"7,802",03/11/2020,0bg9us6qbMWTAMSF3y4egO
65,Ausgehen,by AnnenMayKantereit,"7,784",03/11/2020,3Ve0ag71EeiQalsl7Ha4Dw
66,Blueberry Faygo,by Lil Mosey,"7,776",03/11/2020,22LAwLoDA5b4AaGSkg6bKW
67,Alien,by RIN,"7,678",03/11/2020,2RaKlveGCllSaXloN8kmzV
68,Sunday Best,by Surfaces,"7,621",03/11/2020,1Cv1YLb4q0RzL6pybtaMLo
69,Verkackt,"by Gzuz, Bonez MC","7,603",03/11/2020,0C6bsQq58Ue1XfL5PKTO6D
70,hot girl bummer,by blackbear,"7,568",03/11/2020,7aiClxsDWFRQ0Kzk5KI5ku
71,Boss Bitch,by Doja Cat,"7,434",03/11/2020,78qd8dvwea0Gosb6Fe6j3k
72,Stars,"by VIZE, Laniia","7,423",03/11/2020,0TId5TSbdcBP32haUV4Aet
73,Keine Liebe,"by RIN, Bausa","7,362",03/11/2020,4OVF6uwZlMOSlZmHDnwliX
74,"Alone, Pt. II","by Alan Walker, Ava Max","7,360",03/11/2020,0bMbDctzMmTyK2j74j3nF3
75,Never Seen the Rain,by Tones And I,"7,280",03/11/2020,2grAr8pWMuLWn8ZYEE9wDV
76,Stupid Love,by Lady Gaga,"7,260",03/11/2020,2kJu14V7hbZw3I4K8L8SXb
77,KRIMINELL,"by Kianush, PA Sports","7,196",03/11/2020,3ecKtWMr8HK99YOs7L6Ps3
78,P2,by Lil Uzi Vert,"7,194",03/11/2020,3kW4z2pIj5VY5fLjBrMRL5
79,Adore You,by Harry Styles,"7,125",03/11/2020,3jjujdWJ72nww5eGnfs2E7
80,Señorita,"by Shawn Mendes, Camila Cabello","7,107",03/11/2020,6v3KW9xbzN5yKLt9YKDYA2
81,COLT,by Samra,"7,071",03/11/2020,76IVpz47q3ghkxoUeTTEKb
82,100%,"by Senidah, RAF Camora","7,045",03/11/2020,58cWbqYLz06X69SqJiYeky
83,Treppenhaus,by LEA,"7,035",03/11/2020,3l72nWivgNKYMFC7OwMEO0
84,Little Help,"by The BossHoss, Mimi & Josy","7,033",03/11/2020,3uQp3pxHqAcNTREQeZrbkv
85,What A Man Gotta Do,by Jonas Brothers,"7,027",03/11/2020,4wNIkl5XGiAACjFBlDWuSd
86,Play With Fire,by Nico Santos,"6,964",03/11/2020,240BX4w7PFkHptDrSVZgbA
87,Adriana,by RAF Camora,"6,925",03/11/2020,5YbcMbH4xHRfep9rSxLRDt
88,Schlafen,"by Ufo361, Bausa, The Cratez","6,913",03/11/2020,7cV5zRs2cXP0H9e29UMI7Z
89,Turn Me On (feat. Vula),"by Riton, Oliver Heldens","6,890",03/11/2020,0qaWEvPkts34WF68r8Dzx9
90,Ayy Macarena,by Tyga,"6,864",03/11/2020,6LcauUZjF1eXQrgqMUecHX
91,Eiskalt,"by Loredana, Mozzik","6,857",03/11/2020,5sMugAU31Ug5SAUUbhBIKU
92,Wieso tust Du dir das an?,by Apache 207,"6,835",03/11/2020,6dNB3XdAzx7kTf5wa8Rg89
93,That Way - Bonus Track,by Lil Uzi Vert,"6,824",03/11/2020,2ajzBr7vwHTEBeqDzcsNRC
94,Remember,by Nimo,"6,791",03/11/2020,3yXXNEh8zkNo8hxDjr1tLj
95,CITY OF ANGELS,by 24kGoldn,"6,719",03/11/2020,6ap9lSRJ0iLriGLqoJ44cq
96,Lose Control,"by MEDUZA, Becky Hill, Goodboys","6,617",03/11/2020,7CHi4DtfK4heMlQaudCuHK
97,Der Bratan bleibt der gleiche,by Capital Bra,"6,365",03/11/2020,2M39v73rNJmAXUXIW0oagP
98,Rescue Me,by OneRepublic,"6,308",03/11/2020,0mjAU3yKR1QnXnHtjGJqTM
99,Unnormal,"by RAF Camora, Bonez MC","6,302",03/11/2020,7CzSP7spDpZBP8edbtPIwI
100,"OK, OK","by RAF Camora, KC Rebell","6,277",03/11/2020,7toATElzwxfGneKp8oA2sS
101,HIGHEST IN THE ROOM,by Travis Scott,"6,249",03/11/2020,3eekarcy7kvN4yt5ZFzltW
102,Better,"by Lena, Nico Santos","6,245",03/11/2020,3jCMdvc8bFOKChETbFV9Zc
103,Bruises,by Lewis Capaldi,"6,230",03/11/2020,4Of7rzpRpV1mWRbhp5rAqG
104,Para,by Veysel,"6,217",03/11/2020,1UjEKkdgoOwJhqSZqBrpO0
105,Mary,by Bausa,"6,203",03/11/2020,2Jij6ebp6ToNKOn5DWlGxV
106,KEIN SCHLAF,"by Nimo, Hava","6,195",03/11/2020,1B89LtaW92jj4AqT7OZ0Fj
107,Lucid Dreams,by Juice WRLD,"6,146",03/11/2020,285pBltuF7vW8TeWk8hdRR
108,Ohne mein Team,"by Bonez MC, RAF Camora, Maxwell","6,030",03/11/2020,05Mp2UJulSttxQ4E6hQPH3
109,I Don't Care (with Justin Bieber),by Ed Sheeran,"5,943",03/11/2020,0hVXuCcriWRGvwMV1r5Yn9
110,Revenge,by Elias,"5,916",03/11/2020,0VLwCyZ3QIvPXhPXhaiZfk
111,AMEX BLACK,by Joker Bra,"5,899",03/11/2020,0dv22i02nk3o8JwmK6BwjI
112,If the World Was Ending - feat. Julia Michaels,by JP Saxe,"5,883",03/11/2020,2kJwzbxV2ppxnQoYw4GLBZ
113,Kein Problem,by Apache 207,"5,860",03/11/2020,3Zigq1lfHmFRlyoRrh9k2s
114,Beautiful People (feat. Khalid),by Ed Sheeran,"5,854",03/11/2020,70eFcWOvlMObDhURTqT4Fv
115,Doch in der Nacht,by Apache 207,"5,806",03/11/2020,3uhTOxvu2h2YEm0uPNF2vi
116,After Hours,by The Weeknd,"5,785",03/11/2020,4ejyZ4uJEXUURcgKp1kP8v
117,Feel Me,by Selena Gomez,"5,767",03/11/2020,4MdcsdRj7i8eBm0qFjO4L4
118,Yummy,by Justin Bieber,"5,722",03/11/2020,16wAOAZ2OkqoIDN7TpChjR
119,6AM.........,by Dardan,"5,675",03/11/2020,36J10AwMabBYxgNrV2S8gd
120,lovely (with Khalid),by Billie Eilish,"5,643",03/11/2020,0u2P5u6lvoDfwTYjAADbn4
121,Higher Love,"by Kygo, Whitney Houston","5,630",03/11/2020,6oJ6le65B3SEqPwMRNXWjY
122,My Oh My (feat. DaBaby),by Camila Cabello,"5,610",03/11/2020,3yOlyBJuViE2YSGn3nVE1K
123,WHATS POPPIN,by Jack Harlow,"5,584",03/11/2020,3Q6F8RByyhRTJpRtZLY3cg
124,rockstar (feat. 21 Savage),by Post Malone,"5,564",03/11/2020,0e7ipj03S05BNilyu5bRzt
125,Forever (feat. Post Malone & Clever),by Justin Bieber,"5,475",03/11/2020,2ZlCGeK30BLRNSPC832pNZ
126,Kokain,"by Bonez MC, RAF Camora, Gzuz","5,414",03/11/2020,4Bj3usjRTckEJARO0dLbDf
127,I Love Me,by Demi Lovato,"5,388",03/11/2020,2IHLaN6wwYKQ3S24NsQqpA
128,Nur wegen dir,by Nimo,"5,336",03/11/2020,0ui2kVwPZKHaZxGhdIzBrp
129,Some Say - Felix Jaehn Remix,by Nea,"5,302",03/11/2020,7C1trmcQQ5n5RNy4l6ziCv
130,Castles,by Freya Ridings,"5,254",03/11/2020,5tZWtGT65sMrDVPB5H444n
131,Hauseingang,by Pashanim,"5,250",03/11/2020,1IikW5aCjY08gagX94j3fJ
132,CASINO ROYAL,"by Kianush, PA Sports","5,238",03/11/2020,3Dkfcd3DbXGVmM05KCRuFA
133,Lose You To Love Me,by Selena Gomez,"5,206",03/11/2020,4l0Mvzj72xxOpRrp6h8nHi
134,Huracan,"by Samra, Capital Bra","5,203",03/11/2020,6AFIVhbJLR7YVvW9fLFMu1
135,Takeaway,"by The Chainsmokers, ILLENIUM, Lennon Stella","5,201",03/11/2020,3g0mEQx3NTanacLseoP0Gw
136,To Die For,by Sam Smith,"5,139",03/11/2020,2ZTYlnhhV1UAReg7wIGolx
137,Dior,by Pop Smoke,"5,087",03/11/2020,79s5XnCN4TJKTVMSmOx8Ep
138,Drown (feat. Clinton Kane),by Martin Garrix,"5,073",03/11/2020,4RVtBlHFKj51Ipvpfv5ER4
139,Piece Of Your Heart,"by MEDUZA, Goodboys","5,037",03/11/2020,1DFD5Fotzgn6yYXkYsKiGs
140,Wollt dir nur sagen,by Mathea,"5,027",03/11/2020,4Zw6488bCemiOzCEbcMWDe
141,Ich hol dich ab,by Jamule,"5,024",03/11/2020,2rWnTpXD0jq5lymyg4xIKQ
142,CASINO,by Katja Krasavice,"5,021",03/11/2020,5rywC2PH49hTpJLXxwGlpE
143,Monster,"by LUM!X, Gabry Ponte","5,011",03/11/2020,0YU17F0BlVXvmx5ytsR43w
144,Vor der Tür,by Gzuz,"5,011",03/11/2020,0LPRq5I35z8FoqYo84xn48
145,South of the Border (feat. Camila Cabello & Cardi B),by Ed Sheeran,"5,007",03/11/2020,4vUmTMuQqjdnvlZmAH61Qk
146,witchblades,"by Lil Peep, Lil Tracy","5,006",03/11/2020,1Z8gpnzgTFQKAwmV43iLBB
147,2x,by Mathea,"4,995",03/11/2020,2pu5rVWy3zPlgypJzL3Mlw
148,when the party's over,by Billie Eilish,"4,992",03/11/2020,43zdsphuZLzwA9k4DJhU0I
149,Mashkal,"by JURI, Kollegah","4,975",03/11/2020,40Mv1ga6Ue4zOYRR1RYU9P
150,CHING CHING CHING,by Farid Bang,"4,972",03/11/2020,32ojM1s5NBAmuSzkJhS8aP
151,Baby Pluto,by Lil Uzi Vert,"4,936",03/11/2020,7hav1MHURQf5SAoPk0egqh
152,The Passenger (LaLaLa) [feat. MOKABY],"by LUM!X, D.T.E, Gabry Ponte","4,921",03/11/2020,2A0CxheiQGQdCiKtOR7jMP
153,July,by Noah Cyrus,"4,903",03/11/2020,5a6pdCHlWS2ekOOQ70QnAr
154,Play,"by K-391, Alan Walker, Tungevaag, Mangoo","4,861",03/11/2020,4jp4Z02kzzg8gK0NmDGgml
155,Sweet but Psycho,by Ava Max,"4,806",03/11/2020,25sgk305KZfyuqVBQIahim
156,KARMA,by Nimo,"4,804",03/11/2020,3uTiW4Tjt6FqSPRYNgzW5t
157,Chaos,by Mathea,"4,800",03/11/2020,74GrgSGucjqiQ0l7ptknoB
158,Skechers,by DripReport,"4,784",03/11/2020,4z2JaAVPemYJhFKm7e32RA
159,Sex mit dir,by Apache 207,"4,782",03/11/2020,0PEwVF6TStGXMTnQMAk9kl
160,Prinzessa,by Capital Bra,"4,757",03/11/2020,0Tq0EhQpVeQJwV3E3P5Jti
161,Tusa,"by KAROL G, Nicki Minaj","4,753",03/11/2020,7k4t7uLgtOxPwTpFmtJNTY
162,Shababs botten,by Pashanim,"4,747",03/11/2020,0H9WHopZ62JeDaGau7REMw
163,Dior 2001,by RIN,"4,739",03/11/2020,6WusSsncC0Oo9sFHKwQii6
164,Summer Cem (feat. Luciano),by Summer Cem,"4,733",03/11/2020,1hrHUEYoVBC1hNCXkX7tIA
165,Big Drip,"by Ufo361, Future","4,731",03/11/2020,4qOesAYiMiMFiZrn2wfkl6
166,Star Shopping,by Lil Peep,"4,714",03/11/2020,30bqVoKjX479ab90a8Pafp
167,Shallow,"by Lady Gaga, Bradley Cooper","4,699",03/11/2020,2VxeLyX666F8uXCJ0dZF8B
168,Be Alright,by Dean Lewis,"4,686",03/11/2020,5qrSlOut2rNAWv3ubArkNy
169,"Para, Money, E's","by JIGGO, Monet192","4,683",03/11/2020,1CbFX5cBnMVVwBBI4ssF2G
170,Oprah’s Bank Account (Lil Yachty & DaBaby feat. Drake),by Lil Yachty,"4,661",03/11/2020,7wsmIIm0xWmtP7TmACXkJn
171,Goodbyes (Feat. Young Thug),by Post Malone,"4,642",03/11/2020,6vBdBCoOhKHiYDDOcorfNo
172,Diamonds (feat. Capital Bra),by Summer Cem,"4,610",03/11/2020,2nPJnablplDgVVgSDF9BAs
173,Letzte Träne,by Kontra K,"4,597",03/11/2020,1FuJKBi6XdFyf8Yzmck468
174,Bin da,by Veysel,"4,596",03/11/2020,2fzPZOozISzcAU7FSwkN7g
175,Jetzt rufst du an,by Loredana,"4,579",03/11/2020,46QHfb0an5B7cgHRfuDHas
176,Loco Contigo (feat. J. Balvin & Tyga),"by DJ Snake, J Balvin","4,578",03/11/2020,6osaMSJh9NguagEDQcZaKx
177,Light,by Jerome,"4,549",03/11/2020,1lht8jb3c6rEiVaqX94enH
178,Suicidal,by YNW Melly,"4,498",03/11/2020,1iSqfoUFnQwV0QW1EfUit8
179,DNA,"by KC Rebell, Summer Cem, Capital Bra","4,462",03/11/2020,43DtCXAz2qUJ4YiTX6ICT0
180,Viva la Dealer,"by SDP, Capital Bra","4,437",03/11/2020,2vuFdbSOLje3khV4rLSEpm
181,Nur zur Info,by Ufo361,"4,437",03/11/2020,6Y7ZEVr7lgO8FKGk2vZ2hi
182,kaleidoskop,by Pizzera & Jaus,"4,431",03/11/2020,2yzLtKL4lIQs53SQ1B0EhK
183,Only Human,by Jonas Brothers,"4,422",03/11/2020,0DiDStADDVh3SvAsoJAFMk
184,RITMO (Bad Boys For Life),"by Black Eyed Peas, J Balvin","4,408",03/11/2020,6cy3ki60hLwimwIje7tALf
185,Alles was ich hab,by Fynn Kliemann,"4,368",03/11/2020,1GHgDIODujliWFayEhHx1n
186,3 Nights,by Dominic Fike,"4,362",03/11/2020,0uI7yAKUf52Cn7y3sYyjiX
187,All Around The World (La La La),"by R3HAB, A Touch Of Class","4,356",03/11/2020,02itaCXOdC54J0ISjqqFAp
188,gENAuSo,"by Dardan, Xiara","4,317",03/11/2020,5nmVf5dSgH4A25qsev28Mi
189,SAD!,by XXXTENTACION,"4,303",03/11/2020,3ee8Jmje8o58CHK66QrVC2
190,Save That Shit,by Lil Peep,"4,271",03/11/2020,0S0vWvyZ6Rc79TXkWxT9QA
191,Falling Down - Bonus Track,"by Lil Peep, XXXTENTACION","4,259",03/11/2020,4jvjzW7Hm0yK4LvvE0Paz9
192,Old Town Road - Remix,"by Lil Nas X, Billy Ray Cyrus","4,257",03/11/2020,2YpeDb67231RjR0MgVLzsG
193,goosebumps,by Travis Scott,"4,251",03/11/2020,6gBFPUFcJLzWGx4lenP6h2
194,'Till I Collapse,"by Eminem, Nate Dogg","4,234",03/11/2020,4xkOaSrkexMciUUogZKVTS
195,Lalala,"by Y2K, bbno$","4,215",03/11/2020,51Fjme0JiitpyXKuyQiCDo
196,Post Malone (feat. RANI),by Sam Feldt,"4,213",03/11/2020,36orMWv2PgvnzXsd5CJ0yL
197,Stack It Up (feat. A Boogie Wit da Hoodie),by Liam Payne,"4,194",03/11/2020,24LAeSVSHgnbvSsmgjBqZW
198,Liar,by Camila Cabello,"4,191",03/11/2020,073ILU1C3APNRGF66VhtyA
199,Genick,by Loredana,"4,179",03/11/2020,1AGjF8pckOxTGeb5zubyqH
200,Sunflower - Spider-Man: Into the Spider-Verse,"by Post Malone, Swae Lee","4,175",03/11/2020,0RiRZpuVRbi7oqRdSMwhQY
1,Angst,"by Loredana, Rymez","32,655",03/12/2020,3R3rQ7FbTJdsi5She10YvI
2,Blinding Lights,by The Weeknd,"30,925",03/12/2020,0sf12qNH5qcw8qpgymFOqD
3,Roller,by Apache 207,"22,757",03/12/2020,6hw1Sy9wZ8UCxYGdpKrU6M
4,Sip,by Luciano,"21,850",03/12/2020,4D4tA2ara3ihoOvjupr8cG
5,Dance Monkey,by Tones And I,"21,401",03/12/2020,1rgnBhdG2JDFTbYkYRZAku
6,100k Cash,"by Capital Bra, Samra","21,082",03/12/2020,033if6Adj8fwBYsQzHOfQ8
7,Baby,"by Joker Bra, VIZE","20,523",03/12/2020,1V7JaMp11LKGwKiVmSetf0
8,Breaking Me,"by Topic, A7S","19,765",03/12/2020,3H7ihDc1dqLriiWXwsc2po
9,The Box,by Roddy Ricch,"19,421",03/12/2020,0nbXyq5TXYPCO7pr3N8S4I
10,6 Uhr,by Samra,"18,515",03/12/2020,57e7dy1hUpKVg1aUvKkx5R
11,Matrix,by Apache 207,"17,846",03/12/2020,7ygVaACDENw4PgLbN1awFE
12,Roses - Imanbek Remix,by SAINt JHN,"17,749",03/12/2020,24Yi9hE78yPEbZ4kxyoXAI
13,In Your Eyes (feat. Alida),by Robin Schulz,"17,549",03/12/2020,61ZM92T2zaXIVsqncThQzC
14,D A YYY T O N A,by Dardan,"17,518",03/12/2020,5Bj9rLRVpf5xxQwhlyOOeh
15,Godzilla (feat. Juice WRLD),by Eminem,"17,029",03/12/2020,7FIWs0pqAYbP91WWM0vlTQ
16,Don't Start Now,by Dua Lipa,"16,624",03/12/2020,6WrI0LAC5M1Rw2MnX2ZvEg
17,Falling,by Trevor Daniel,"15,376",03/12/2020,4TnjEaWOeW0eKTKIEvJyCa
18,Kein Wort,"by Juju, Loredana, Miksu / Macloud","14,465",03/12/2020,1hoLUVBx0ixX3kn0EX0P5n
19,Rich Rich,by Ufo361,"14,057",03/12/2020,3VFT90E0yYjdHSFoGv02us
20,Mios mit Bars,by Luciano,"13,418",03/12/2020,7Ek9e3eIuktIFjpDRQfmHE
21,U23 (feat. Z),by Mert,"13,281",03/12/2020,1iGM29PpHTyrra18Ft0w7O
22,Intentions (feat. Quavo),by Justin Bieber,"12,827",03/12/2020,4umIPjkehX1r7uhmGvXiSV
23,AUF WIEDERSEHEN,by Mozzik,"12,623",03/12/2020,6JZrs7FFUkTpinCxM1DG3E
24,Weiss,by Samra,"12,546",03/12/2020,38YP1STiBe3AZevFFJILf4
25,Before You Go,by Lewis Capaldi,"12,334",03/12/2020,2gMXnyrvIjhVBUZwvLZDMP
26,Circles,by Post Malone,"12,225",03/12/2020,21jGcNKet2qwijlDFuPiPb
27,110,"by Capital Bra, Samra, LEA","11,875",03/12/2020,67ojvEGRPAUCOohuMPqoRC
28,Lass los,"by Dhurata Dora, Azet","11,803",03/12/2020,0K5vPCPPPQYzrKHc17qB1I
29,Donuts,by Gzuz,"11,747",03/12/2020,5XVPNr0CAoUn1jD033Ucoo
30,Ride It,by Regard,"11,732",03/12/2020,2tnVG71enUj33Ic2nFN6kZ
31,ROXANNE,by Arizona Zervas,"11,512",03/12/2020,696DnlkuDOXcMAnKlTgXXK
32,Moral of the Story,by Ashe,"11,479",03/12/2020,2nC3QhMI9reBIOWutbU3Tj
33,Close Your Eyes,"by Felix Jaehn, VIZE, Miss Li","11,443",03/12/2020,7N06jo3EnV792VFaG8vuW6
34,Supalonely,"by BENEE, Gus Dapperton","11,321",03/12/2020,4nK5YrxbMGZstTLbvj6Gxw
35,bad guy,by Billie Eilish,"11,290",03/12/2020,2Fxmhks0bxGSBdJ92vM42m
36,death bed (coffee for your head),"by Powfu, beabadoobee","11,276",03/12/2020,7eJMfftS33KTjuF7lTsMCx
37,Passt mir so gar nicht,by Joker Bra,"11,086",03/12/2020,7AUPR6VYsmTu8LwDuJVgCe
38,200 km/h,by Apache 207,"10,843",03/12/2020,2PGA1AsJal6cyMNmKyE56q
39,Someone You Loved,by Lewis Capaldi,"10,706",03/12/2020,7qEHsqek33rTcFNT9PFqLf
40,Tilidin,"by Capital Bra, Samra","10,631",03/12/2020,0Dlcu2fgHklOnajVu2dUNU
41,Skifahren (feat. Joshi Mizu),"by The Cratez, Bausa, Maxwell","10,605",03/12/2020,7qwWwsa6otLM0UOEamls4s
42,What If I Told You That I Love You,by Ali Gatie,"10,518",03/12/2020,3cqPu20DGTGUoZtbJH2Dmi
43,Life Is Good (feat. Drake),by Future,"10,491",03/12/2020,5yY9lUy8nbvjM1Uyo1Uqoc
44,Say So,by Doja Cat,"10,001",03/12/2020,3Dv1eDb0MEgF93GpLXlucZ
45,No Time To Die,by Billie Eilish,"9,795",03/12/2020,73SpzrcaHk0RQPFP73vqVR
46,Mon Ami,by Samra,"9,739",03/12/2020,1R4xkZXQUQ8QJtAdwHkSgC
47,Zu Ende,"by Samra, ELIF","9,658",03/12/2020,0Vl4eICpXMjtiK0RhdaWov
48,Memories,by Maroon 5,"9,591",03/12/2020,2b8fOow8UzyDFAE27YhOZM
49,You should be sad,by Halsey,"9,460",03/12/2020,7lidXGPXPYLNThITAOTlkK
50,Salt,by Ava Max,"9,081",03/12/2020,7vgv8KZBSo0TPzyIWG9yzV
51,Still Be Friends (feat. Tory Lanez & Tyga),by G-Eazy,"9,013",03/12/2020,0JjM9bKm4wrwohMslcm892
52,Schüsse im Regen,by Samra,"8,973",03/12/2020,3RgJvQlTg7tp5mXtylDXYx
53,2002,"by Sido, Apache 207","8,716",03/12/2020,2u8AXJyk8pICzj2wyPBL0b
54,Physical,by Dua Lipa,"8,635",03/12/2020,5px6upUHM3fhOP621Edp4V
55,500 PS,"by Bonez MC, RAF Camora","8,598",03/12/2020,4UOXo3xWnxYdTf3sFyRaUG
56,Wieder Lila,"by Samra, Capital Bra","8,572",03/12/2020,2kkcJ8tSDV42LdWcPjy6We
57,Maschine,"by RAF Camora, The Cratez","8,489",03/12/2020,0C6NMPWYqsLIuuYSNP8KqE
58,everything i wanted,by Billie Eilish,"8,488",03/12/2020,3ZCTVFBt2Brf31RLEnCkWJ
59,Karakol,by Capo,"8,422",03/12/2020,0rl7zpqNO7xPbe2CDvyoks
